"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB"
"42","4MF07","3",2,"2007-05-08 13:33","4MF07 3 2 60BON 1",0,0,2007,5,55.64883,-168.63167,128,171.32869,155,"4MF07_55.64883_-168.63167_2007-05-08 13:33_505",0,446,"5/8/2007",234261
"43","4MF07","30",3,"2007-05-11 11:11","4MF07 30 3 60BON 1",0,0,2007,5,56.54583,-168.51849,131,172.10297,110,"4MF07_56.54583_-168.51849_2007-05-11 11:11_505",0,446,"5/11/2007",234261
"44","4MF07","83",2,"2007-05-16 21:16","4MF07 83 2 60BON 1",0,0,2007,5,55.708,-171.10417,136,336.44354,2891,"4MF07_55.708_-171.10417_2007-05-16 21:16_505",0,446,"5/16/2007",234261
"45","4MF07","84",2,"2007-05-16 23:34","4MF07 84 2 60BON 1",0,0,2007,5,55.4885,-170.89684,136,362.39945,3242,"4MF07_55.4885_-170.89684_2007-05-16 23:34_505",0,446,"5/16/2007",234261
"46","4MF07","94",1,"2007-05-18 7:49","4MF07 94 1 60BON 1",0,0,2007,5,54.231,-166.7885,138,596.14447,1257,"4MF07_54.231_-166.7885_2007-05-18 7:49_505",0,446,"5/18/2007",234261
"47","4MF94","141",4,"1994-04-28 1:04","4MF94 141 4 60BON 1",6.23458,7.89187,1994,4,54.525,-165.3967,118,126.7126,82,"4MF94_54.525_-165.3967_1994-04-28 1:04_333",1,158,"4/28/1994",261909
"48","4MF94","142",1,"1994-04-28 2:58","4MF94 142 1 60BON 1",0,0,1994,4,54.63167,-165.4967,118,368.5773,191,"4MF94_54.63167_-165.4967_1994-04-28 2:58_333",0,158,"4/28/1994",261909
"51","5MF00","45",1,"2000-05-11 12:23","5MF00 45 1 60BON 1",0,0,2000,5,56.42433,-163.41667,131,121.33609,85,"5MF00_56.42433_-163.41667_2000-05-11 12:23_333",0,54,"5/11/2000",248451
"53","4MF07","71",3,"2007-05-15 11:33","4MF07 71 3 60BON 1",0,0,2007,5,56.43217,-173.27251,135,357.7594,2691,"4MF07_56.43217_-173.27251_2007-05-15 11:33_505",0,446,"5/15/2007",234261
"69","2DY12","38",1,"2012-05-19 13:54","2DY12 38 1 60BON 1",0,0,2012,5,55.9475,-164.958,139,176.2998,97,"2DY12_55.9475_-164.958_2012-05-19 13:54_505",0,429,"5/19/2012",234044
"74","2DY12","89",1,"2012-05-23 6:35","2DY12 89 1 60BON 1",1133.22296,1491.08284,2012,5,56.682,-161.6287,143,103.9513,89,"2DY12_56.682_-161.6287_2012-05-23 6:35_505",155,429,"5/23/2012",234044
"77","2DY12","127",1,"2012-05-26 1:18","2DY12 127 1 60BON 1",15.1691,12.96504,2012,5,56.449,-167.9343,146,308.5219,127,"2DY12_56.449_-167.9343_2012-05-26 1:18_505",4,429,"5/26/2012",234044
"78","2DY12","171",1,"2012-05-30 18:51","2DY12 171 1 60BON 1",124.77054,271.2403,2012,5,57.30867,-169.7748,150,114.2898,56,"2DY12_57.30867_-169.7748_2012-05-30 18:51_505",31,429,"5/30/2012",234044
"80","2DY12","42",1,"2012-05-19 20:45","2DY12 42 1 60BON 1",0,0,2012,5,55.069,-164.1228,139,85.9039,34,"2DY12_55.069_-164.1228_2012-05-19 20:45_505",0,429,"5/19/2012",234044
"81","2DY12","151",1,"2012-05-28 7:19","2DY12 151 1 60BON 1",5.0407,1.68023,2012,5,55.85266,-169.7832,148,595.1558,1862,"2DY12_55.85266_-169.7832_2012-05-28 7:19_505",1,429,"5/28/2012",234044
"82","2DY12","180",1,"2012-05-31 9:39","2DY12 180 1 60BON 1",856.07304,1297.08037,2012,5,57.97133,-170.4365,151,191.9696,78,"2DY12_57.97133_-170.4365_2012-05-31 9:39_505",249,429,"5/31/2012",234044
"83","2DY12","159",2,"2012-05-29 23:30","2DY12 159 2 60BON 1",4.33983,4.66648,2012,5,56.30067,-170.2053,149,214.2942,114,"2DY12_56.30067_-170.2053_2012-05-29 23:30_505",1,429,"5/29/2012",234044
"84","2DY12","186",1,"2012-05-31 18:11","2DY12 186 1 60BON 1",1631.93784,2065.7441,2012,5,58.06833,-171.0282,151,153.4556,89,"2DY12_58.06833_-171.0282_2012-05-31 18:11_505",317,429,"5/31/2012",234044
"85","2DY12","59",1,"2012-05-20 23:30","2DY12 59 1 60BON 1",418.48844,529.73221,2012,5,55.86666,-163.374,140,126.479,90,"2DY12_55.86666_-163.374_2012-05-20 23:30_505",67,429,"5/20/2012",234044
"86","2DY12","80",2,"2012-05-22 16:58","2DY12 80 2 60BON 1",391.91847,602.9515,2012,5,56.66,-162.6413,142,101.169,76,"2DY12_56.66_-162.6413_2012-05-22 16:58_505",61,429,"5/22/2012",234044
"87","2DY12","82",1,"2012-05-22 20:04","2DY12 82 1 60BON 1",491.68313,723.06342,2012,5,56.22333,-162.1983,142,91.2783,78,"2DY12_56.22333_-162.1983_2012-05-22 20:04_505",66,429,"5/22/2012",234044
"88","2DY12","139",1,"2012-05-27 7:35","2DY12 139 1 60BON 1",505.7279,842.87984,2012,5,57.98466,-169.4705,147,149.4875,70,"2DY12_57.98466_-169.4705_2012-05-27 7:35_505",126,429,"5/27/2012",234044
"89","2DY12","140",1,"2012-05-27 9:01","2DY12 140 1 60BON 1",660.54813,1032.10645,2012,5,57.86783,-169.8418,147,138.5516,73,"2DY12_57.86783_-169.8418_2012-05-27 9:01_505",143,429,"5/27/2012",234044
"91","2DY12","191",1,"2012-06-01 2:17","2DY12 191 1 60BON 1",721.88787,729.17967,2012,6,57.71217,-172.1202,152,233.1387,109,"2DY12_57.71217_-172.1202_2012-06-01 2:17_505",170,429,"6/1/2012",234044
"92","DY14-06","170",1,"2014-06-03 2:13","DY14-06 170 1 60BON 1",0,0,2014,6,56.9495,-170.8672,154,159.51708,103,"DY14-06_56.9495_-170.8672_2014-06-03 2:13_505",0,521,"6/3/2014",228355
"93","DY14-06","103",1,"2014-05-28 5:51","DY14-06 103 1 60BON 1",0,0,2014,5,56.6027,-165.5917,148,146.96837,80,"DY14-06_56.6027_-165.5917_2014-05-28 5:51_505",0,521,"5/28/2014",228355
"94","DY14-06","121",1,"2014-05-29 9:54","DY14-06 121 1 60BON 1",4.485,7.11905,2014,5,57.0453,-166.0402,149,140.46822,73,"DY14-06_57.0453_-166.0402_2014-05-29 9:54_505",1,521,"5/29/2014",228355
"95","DY14-05","47",2,"2014-05-11 6:44","DY14-05 47 2 60BON 1",54.6695,84.10693,2014,5,58.0395,-169.6802,131,118.89627,70,"DY14-05_58.0395_-169.6802_2014-05-11 6:44_505",10,521,"5/11/2014",228355
"96","DY14-06","172",1,"2014-06-03 5:51","DY14-06 172 1 60BON 1",0,0,2014,6,57.2282,-170.022,154,62.43945,37,"DY14-06_57.2282_-170.022_2014-06-03 5:51_505",0,521,"6/3/2014",228355
"97","DY14-06","162",1,"2014-06-02 13:32","DY14-06 162 1 60BON 2",0,0,2014,6,57.3283,-168.7978,153,131.40236,74,"DY14-06_57.3283_-168.7978_2014-06-02 13:32_505",0,521,"6/2/2014",228355
"98","DY14-05","8",3,"2014-05-07 23:38","DY14-05 8 3 60BON 1",5.53637,13.18182,2014,5,54.4388,-164.9883,127,75.86204,52,"DY14-05_54.4388_-164.9883_2014-05-07 23:38_505",1,521,"5/7/2014",228355
"100","2MF92","G011A",1,"1992-04-17 12:51","2MF92 G011A 1 60BON 1",0,0,1992,4,54.14833,-168.16,107,136.14647,2303,"2MF92_54.14833_-168.16_1992-04-17 12:51_333",0,36,"4/17/1992",276969
"101","2MF92","G037A",1,"1992-04-18 20:33","2MF92 G037A 1 60BON 1",0,0,1992,4,54.955,-168.6033,108,153.48871,2225,"2MF92_54.955_-168.6033_1992-04-18 20:33_333",0,36,"4/18/1992",276969
"103","5MF05","32",2,"2005-05-13 17:08","5MF05 32 2 60BON 2",177.79747,378.2925,2005,5,56.92433,-159.83949,133,55.5126,56,"5MF05_56.92433_-159.83949_2005-05-13 17:08_505",21,283,"5/13/2005",249168
"104","5MF05","35",2,"2005-05-14 0:15","5MF05 35 2 60BON 1",286.2362,502.16877,2005,5,57.04117,-160.45117,134,49.78406,66,"5MF05_57.04117_-160.45117_2005-05-14 0:15_505",25,283,"5/14/2005",249168
"105","5MF05","43",2,"2005-05-14 19:03","5MF05 43 2 60BON 1",80.38864,133.98106,2005,5,56.4655,-161.4155,134,97.02864,69,"5MF05_56.4655_-161.4155_2005-05-14 19:03_505",13,283,"5/14/2005",249168
"106","5MF05","59",3,"2005-05-16 6:14","5MF05 59 3 60BON 1",0,0,2005,5,55.87083,-163.3725,136,105.258,90,"5MF05_55.87083_-163.3725_2005-05-16 6:14_505",0,283,"5/16/2005",249168
"109","5MF05","98",2,"2005-05-18 7:31","5MF05 98 2 60BON 1",0,0,2005,5,55.48617,-165.52049,138,147.43117,115,"5MF05_55.48617_-165.52049_2005-05-18 7:31_505",0,283,"5/18/2005",249168
"121","3MF93","110",1,"1993-04-29 17:08","3MF93 110 1 60BON 1",0,0,1993,4,54.32833,-166.48669,119,426.47775,751,"3MF93_54.32833_-166.48669_1993-04-29 17:08_333",0,119,"4/29/1993",268008
"122","3MF93","111",1,"1993-04-29 19:04","3MF93 111 1 60BON 1",0,0,1993,4,54.35833,-166.4083,119,431.71814,666,"3MF93_54.35833_-166.4083_1993-04-29 19:04_333",0,119,"4/29/1993",268008
"123","3MF93","116",1,"1993-04-30 0:58","3MF93 116 1 60BON 1",0,0,1993,4,54.10833,-166.28,120,112.35253,90,"3MF93_54.10833_-166.28_1993-04-30 0:58_333",0,119,"4/30/1993",268008
"124","3MF93","124",1,"1993-04-30 9:26","3MF93 124 1 60BON 1",0,0,1993,4,54.045,-166.46831,120,146.62599,136,"3MF93_54.045_-166.46831_1993-04-30 9:26_333",0,119,"4/30/1993",268008
"125","3MF93","13",1,"1993-04-17 4:28","3MF93 13 1 60BON 1",0,0,1993,4,55.34667,-166.88001,107,200.18201,136,"3MF93_55.34667_-166.88001_1993-04-17 4:28_333",0,119,"4/17/1993",268008
"126","3MF93","42",1,"1993-04-19 15:52","3MF93 42 1 60BON 1",0,0,1993,4,54.95,-168.93829,109,485.28281,2295,"3MF93_54.95_-168.93829_1993-04-19 15:52_333",0,119,"4/19/1993",268008
"127","3MF93","47",1,"1993-04-20 2:03","3MF93 47 1 60BON 1",0,0,1993,4,53.88,-167.895,110,494.38821,1550,"3MF93_53.88_-167.895_1993-04-20 2:03_333",0,119,"4/20/1993",268008
"128","3MF93","57",1,"1993-04-21 7:37","3MF93 57 1 60BON 1",0,0,1993,4,54.39833,-168.9083,111,416.57083,1740,"3MF93_54.39833_-168.9083_1993-04-21 7:37_333",0,119,"4/21/1993",268008
"129","3MF93","68",1,"1993-04-22 4:59","3MF93 68 1 60BON 1",0,0,1993,4,54.88,-167.895,112,455.34345,1818,"3MF93_54.88_-167.895_1993-04-22 4:59_333",0,119,"4/22/1993",268008
"130","3MF93","8",1,"1993-04-16 19:34","3MF93 8 1 60BON 1",0,0,1993,4,54.26333,-165.82671,106,96.25185,79,"3MF93_54.26333_-165.82671_1993-04-16 19:34_333",0,119,"4/16/1993",268008
"145","1OC88","G017A",1,"1988-03-19 7:50","1OC88 G017A 1 60BON 1",0,0,1988,3,55.17667,-167.8933,78,537.24725,450,"1OC88_55.17667_-167.8933_1988-03-19 7:50_333",0,107,"3/19/1988",311661
"146","1OC88","G029A",1,"1988-03-20 17:45","1OC88 G029A 1 60BON 1",0,0,1988,3,54.41333,-168.1133,79,511.20355,1228,"1OC88_54.41333_-168.1133_1988-03-20 17:45_333",0,107,"3/20/1988",311661
"147","1OC88","G054A",1,"1988-04-02 7:21","1OC88 G054A 1 60BON 1",0,0,1988,4,54.18333,-168.395,92,567.14887,2412,"1OC88_54.18333_-168.395_1988-04-02 7:21_333",0,107,"4/2/1988",311661
"149","1MF99","10",1,"1999-04-14 17:28","1MF99 10 1 60BON 1",0,0,1999,4,56.18083,-164.1872,104,120.51318,92,"1MF99_56.18083_-164.1872_1999-04-14 17:28_505",0,112,"4/14/1999",246131
"150","1MF99","22",1,"1999-04-15 19:28","1MF99 22 1 60BON 1",0,0,1999,4,55.72633,-164.7475,105,144.06953,98,"1MF99_55.72633_-164.7475_1999-04-15 19:28_505",0,112,"4/15/1999",246131
"153","1MF99","45",1,"1999-04-18 0:34","1MF99 45 1 60BON 1",0,0,1999,4,57.0175,-164.21401,108,133.06911,70,"1MF99_57.0175_-164.21401_1999-04-18 0:34_505",0,112,"4/18/1999",246131
"154","1MF99","9",1,"1999-04-14 15:58","1MF99 9 1 60BON 1",0,0,1999,4,55.96233,-163.97321,104,130.05446,95,"1MF99_55.96233_-163.97321_1999-04-14 15:58_505",0,112,"4/14/1999",246131
"155","2MF98","10",1,"1998-04-09 23:27","2MF98 10 1 60BON 1",0,0,1998,4,55.06817,-164.11031,99,121.78404,36,"2MF98_55.06817_-164.11031_1998-04-09 23:27_505",0,16,"4/9/1998",244951
"156","1MP91","G123A",1,"1991-05-04 23:15","1MP91 G123A 1 60BON 1",0,0,1991,5,56.83333,-175.1667,124,204.21269,3451,"1MP91_56.83333_-175.1667_1991-05-04 23:15_333",0,81,"5/4/1991",284096
"163","0MF91","G006A",1,"1991-03-12 3:59","0MF91 G006A 1 60BON 1",0,0,1991,3,53.67333,-168.015,71,670.20618,1710,"0MF91_53.67333_-168.015_1991-03-12 3:59_333",0,81,"3/12/1991",284096
"182","7MF95","106",1,"1995-05-13 23:01","7MF95 106 1 60BON 1",6.18154,7.92505,1995,5,55.4035,-163.9382,133,126.18214,83,"7MF95_55.4035_-163.9382_1995-05-13 23:01_333",1,275,"5/13/1995",257129
"183","7MF95","108",1,"1995-05-14 2:15","7MF95 108 1 60BON 1",61.2817,107.51175,1995,5,55.643,-163.15649,134,74.41047,67,"7MF95_55.643_-163.15649_1995-05-14 2:15_333",8,275,"5/14/1995",257129
"184","7MF95","22",1,"1995-05-06 11:08","7MF95 22 1 60BON 1",14.68676,24.89282,1995,5,57.18033,-164.67171,126,120.51667,69,"7MF95_57.18033_-164.67171_1995-05-06 11:08_333",3,275,"5/6/1995",257129
"185","7MF95","29",1,"1995-05-06 22:37","7MF95 29 1 60BON 1",0,0,1995,5,56.34833,-167.338,126,144.98207,114,"7MF95_56.34833_-167.338_1995-05-06 22:37_333",0,275,"5/6/1995",257129
"188","7MF95","68",1,"1995-05-10 15:54","7MF95 68 1 60BON 1",0,0,1995,5,56.54117,-163.02901,130,118.54457,76,"7MF95_56.54117_-163.02901_1995-05-10 15:54_333",0,275,"5/10/1995",257129
"189","7MF95","80",1,"1995-05-11 18:05","7MF95 80 1 60BON 1",0,0,1995,5,55.0105,-167.0385,131,247.11159,158,"7MF95_55.0105_-167.0385_1995-05-11 18:05_333",0,275,"5/11/1995",257129
"191","6MF95","64",2,"1995-04-22 16:36","6MF95 64 2 60BON 1",0,0,1995,4,54.86217,-165.66451,112,185.42615,139,"6MF95_54.86217_-165.66451_1995-04-22 16:36_333",0,275,"4/22/1995",257129
"192","6MF95","65",2,"1995-04-22 18:13","6MF95 65 2 60BON 1",0,0,1995,4,54.79917,-165.8728,112,233.3745,164,"6MF95_54.79917_-165.8728_1995-04-22 18:13_333",0,275,"4/22/1995",257129
"194","3MF79","V011A",10,"1979-06-05 1:10","3MF79 V011A 10 60BON 1",0,0,1979,6,57.06167,-165.0183,156,90.21986,68,"3MF79_57.06167_-165.0183_1979-06-05 1:10_505",0,126,"6/5/1979",227682
"195","4MF99","3",1,"1999-05-16 23:09","4MF99 3 1 60BON 1",0,0,1999,5,54.08467,-167.6068,136,322.94458,1850,"4MF99_54.08467_-167.6068_1999-05-16 23:09_505",0,112,"5/16/1999",246131
"196","5MF97","15",2,"1997-04-18 18:56","5MF97 15 2 60BON 1",0,0,1997,4,55.34433,-168.2522,108,505.93677,1375,"5MF97_55.34433_-168.2522_1997-04-18 18:56_333",0,132,"4/18/1997",247943
"197","6MF95","34",1,"1995-04-20 4:17","6MF95 34 1 60BON 1",0,0,1995,4,54.98083,-168.47301,110,126.80137,1372,"6MF95_54.98083_-168.47301_1995-04-20 4:17_333",0,275,"4/20/1995",257129
"198","6MF95","55",1,"1995-04-22 0:07","6MF95 55 1 60BON 1",0,0,1995,4,54.3705,-165.26849,112,209.79001,158,"6MF95_54.3705_-165.26849_1995-04-22 0:07_333",0,275,"4/22/1995",257129
"199","1DN88","G177A",1,"1988-04-17 18:50","1DN88 G177A 1 60BON 2",0,0,1988,4,54.88333,-169.3833,107,403.68582,2580,"1DN88_54.88333_-169.3833_1988-04-17 18:50_505",0,107,"4/17/1988",311661
"200","1DN88","G180A",1,"1988-04-18 21:05","1DN88 G180A 1 60BON 2",0,0,1988,4,55.495,-166.73331,108,195.44682,131,"1DN88_55.495_-166.73331_1988-04-18 21:05_505",0,107,"4/18/1988",311661
"201","1MP91","G078A",2,"1991-04-26 10:00","1MP91 G078A 2 60BON 1",0,0,1991,4,57.26667,-168.55,116,56.39454,71,"1MP91_57.26667_-168.55_1991-04-26 10:00_333",0,81,"4/26/1991",284096
"202","1OC88","D033A",1,"1988-03-21 6:07","1OC88 D033A 1 60BON 1",0,0,1988,3,54.40833,-168.10831,80,84.55937,1230,"1OC88_54.40833_-168.10831_1988-03-21 6:07_333",0,107,"3/21/1988",311661
"203","1DY12","48",3,"2012-05-04 2:57","1DY12 48 3 60BON 1",0,0,2012,5,54.34533,-166.4262,124,598.7059,690,"1DY12_54.34533_-166.4262_2012-05-04 2:57_505",0,429,"5/4/2012",234044
"204","1DY12","50",2,"2012-05-04 8:17","1DY12 50 2 60BON 1",0,0,2012,5,54.68267,-166.2735,124,585.6829,297,"1DY12_54.68267_-166.2735_2012-05-04 8:17_505",0,429,"5/4/2012",234044
"205","1DY12","61",1,"2012-05-05 10:29","1DY12 61 1 60BON 1",8.04146,7.05391,2012,5,55.58617,-166.108,125,283.5305,124,"1DY12_55.58617_-166.108_2012-05-05 10:29_505",2,429,"5/5/2012",234044
"206","1DY12","65",2,"2012-05-08 11:31","1DY12 65 2 60BON 1",476.94353,794.90588,2012,5,56.93283,-163.8393,128,154.7353,70,"1DY12_56.93283_-163.8393_2012-05-08 11:31_505",123,429,"5/8/2012",234044
"209","1DY12","67",2,"2012-05-08 23:36","1DY12 67 2 60BON 1",107.37919,165.19876,2012,5,56.76717,-164.3328,128,127.1196,74,"1DY12_56.76717_-164.3328_2012-05-08 23:36_505",21,429,"5/8/2012",234044
"215","3MF93","96",3,"1993-04-27 14:25","3MF93 96 3 60BON 1",0,0,1993,4,54.36667,-166.40331,117,119.40973,635,"3MF93_54.36667_-166.40331_1993-04-27 14:25_333",0,119,"4/27/1993",268008
"216","DY13-05","8",2,"2013-05-03 10:15","DY13-05 8 2 60BON 1",31.847,24.49769,2013,5,54.4223,-165.1483,123,367.38152,138,"DY13-05_54.4223_-165.1483_2013-05-03 10:15_500",9,63,"5/3/2013",234526
"220","3MF79","G012A",2,"1979-06-06 11:24","3MF79 G012A 2 60BON 1",0,0,1979,6,56.58167,-165.91,157,106.7731,80,"3MF79_56.58167_-165.91_1979-06-06 11:24_505",0,126,"6/6/1979",227682
"221","3MF79","G016A",2,"1979-06-07 12:19","3MF79 G016A 2 60BON 1",0,0,1979,6,54.07667,-171.45,158,301.50195,NA,"3MF79_54.07667_-171.45_1979-06-07 12:19_505",0,126,"6/7/1979",227682
"223","3MF79","G034A",2,"1979-06-19 14:55","3MF79 G034A 2 60BON 1",0,0,1979,6,56.07833,-166.7467,170,171.36192,126,"3MF79_56.07833_-166.7467_1979-06-19 14:55_505",0,126,"6/19/1979",227682
"224","3MF79","G048A",2,"1979-06-24 9:16","3MF79 G048A 2 60BON 1",0,0,1979,6,56.94167,-168.1317,175,111.72615,80,"3MF79_56.94167_-168.1317_1979-06-24 9:16_505",0,126,"6/24/1979",227682
"225","3MF79","G052A",2,"1979-06-25 10:06","3MF79 G052A 2 60BON 1",0,0,1979,6,55.98667,-170.2117,176,308.41394,500,"3MF79_55.98667_-170.2117_1979-06-25 10:06_505",0,126,"6/25/1979",227682
