"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB"
"3769","1DY12","59",1,"2012-05-05 6:46","1DY12 59 1 60BON 1",0,0,2012,5,55.68533,-166.6922,125,230.6786,133,"1DY12_55.68533_-166.6922_2012-05-05 6:46_505",0,429,"5/5/2012",234044
"3771","2DY12","187",1,"2012-05-31 19:52","2DY12 187 1 60BON 1",1650.4514,2200.60186,2012,5,57.852,-170.8062,151,199.9453,84,"2DY12_57.852_-170.8062_2012-05-31 19:52_505",440,429,"5/31/2012",234044
"3779","2DY12","192",1,"2012-06-01 4:15","2DY12 192 1 60BON 1",0,0,2012,6,57.61133,-171.5355,152,204.6791,101,"2DY12_57.61133_-171.5355_2012-06-01 4:15_505",0,429,"6/1/2012",234044
"3780","DY14-06","158",1,"2014-06-02 4:19","DY14-06 158 1 60BON 1",0,0,2014,6,57.2272,-168.2067,153,149.56856,76,"DY14-06_57.2272_-168.2067_2014-06-02 4:19_505",0,521,"6/2/2014",228355
"3781","DY14-05","97",2,"2014-05-16","DY14-05 97 2 60BON 1",0,0,2014,5,54.6988,-166.245,136,446.7528,280,"DY14-05_54.6988_-166.245_2014-05-16_505",0,521,"5/16/2014",228355
"3782","7MF00","8",2,"2000-06-29 2:11","7MF00 8 2 60BON 1",0,0,2000,6,56.33317,-169.44566,180,125.74377,149,"7MF00_56.33317_-169.44566_2000-06-29 2:11_333",0,54,"6/29/2000",248451
"3790","1DY12","15",2,"2012-04-29 22:23","1DY12 15 2 60BON 1",0,0,2012,4,54.82,-164.8908,119,135.1136,76,"1DY12_54.82_-164.8908_2012-04-29 22:23_505",0,429,"4/29/2012",234044
"3791","DY14-06","13",1,"2014-05-22 1:55","DY14-06 13 1 60BON 1",0,0,2014,5,55.8042,-166.3213,142,208.45466,127,"DY14-06_55.8042_-166.3213_2014-05-22 1:55_505",0,521,"5/22/2014",228355
"3793","6MF95","90",3,"1995-04-26 0:24","6MF95 90 3 60BON 1",0,0,1995,4,55.38467,-164.9102,116,148.84305,102,"6MF95_55.38467_-164.9102_1995-04-26 0:24_333",0,275,"4/26/1995",257129
"3794","DY14-06","137",1,"2014-05-30 16:06","DY14-06 137 1 60BON 1",0,0,2014,5,56.4317,-168.899,150,193.68434,112,"DY14-06_56.4317_-168.899_2014-05-30 16:06_505",0,521,"5/30/2014",228355
"3795","DY14-05","55",2,"2014-05-11 17:40","DY14-05 55 2 60BON 1",171.96267,286.60445,2014,5,59.2485,-170.4183,131,101.18475,68,"DY14-05_59.2485_-170.4183_2014-05-11 17:40_505",29,521,"5/11/2014",228355
"3796","6MF96","210",2,"1996-05-15 1:26","6MF96 210 2 60BON 1",0,0,1996,5,54.46067,-165.01379,135,106.73405,56,"6MF96_54.46067_-165.01379_1996-05-15 1:26_333",0,22,"5/15/1996",251194
"3800","DY14-05","59",2,"2014-05-11 22:45","DY14-05 59 2 60BON 1",48.03007,73.89241,2014,5,59.7188,-171.1468,131,121.7987,72,"DY14-05_59.7188_-171.1468_2014-05-11 22:45_505",9,521,"5/11/2014",228355
"3801","DY14-06","173",1,"2014-06-03 6:44","DY14-06 173 1 60BON 2",0,0,2014,6,57.309,-169.763,154,98.52949,53,"DY14-06_57.309_-169.763_2014-06-03 6:44_505",0,521,"6/3/2014",228355
"3802","DY14-05","64",2,"2014-05-12 6:46","DY14-05 64 2 60BON 1",0,0,2014,5,60.071,-172.0002,132,100.24889,64,"DY14-05_60.071_-172.0002_2014-05-12 6:46_505",0,521,"5/12/2014",228355
"3803","DY14-05","7",2,"2014-05-07 21:48","DY14-05 7 2 60BON 1",4.23667,3.36244,2014,5,54.4242,-165.1518,127,297.40342,139,"DY14-05_54.4242_-165.1518_2014-05-07 21:48_505",1,521,"5/7/2014",228355
"3806","3MF93","112",1,"1993-04-29 19:55","3MF93 112 1 60BON 1",0,0,1993,4,54.30167,-166.33,119,461.04578,997,"3MF93_54.30167_-166.33_1993-04-29 19:55_333",0,119,"4/29/1993",268008
"3810","7MF95","64",1,"1995-05-10 8:42","7MF95 64 1 60BON 1",8.02239,11.79763,1995,5,56.86167,-163.85001,130,84.76278,71,"7MF95_56.86167_-163.85001_1995-05-10 8:42_333",1,275,"5/10/1995",257129
"3811","7MF95","76",1,"1995-05-11 8:50","7MF95 76 1 60BON 1",0,0,1995,5,55.3535,-166.8658,131,187.50588,138,"7MF95_55.3535_-166.8658_1995-05-11 8:50_333",0,275,"5/11/1995",257129
"3813","3MF79","V005A",2,"1979-06-03 3:55","3MF79 V005A 2 60BON 1",0,0,1979,6,56.05,-166.5717,154,163.45744,124,"3MF79_56.05_-166.5717_1979-06-03 3:55_505",0,126,"6/3/1979",227682
"3816","3MF93","28",1,"1993-04-18 9:43","3MF93 28 1 60BON 1",0,0,1993,4,55.32167,-167.84171,108,243.08798,216,"3MF93_55.32167_-167.84171_1993-04-18 9:43_333",0,119,"4/18/1993",268008
"3817","3MF93","62",1,"1993-04-21 18:48","3MF93 62 1 60BON 1",0,0,1993,4,54.86,-168.355,111,139.51251,2175,"3MF93_54.86_-168.355_1993-04-21 18:48_333",0,119,"4/21/1993",268008
"3818","6MF97","30",2,"1997-05-07 6:43","6MF97 30 2 60BON 1",11.79116,18.71612,1997,5,56.944,-163.82033,127,106.85975,71,"6MF97_56.944_-163.82033_1997-05-07 6:43_333",2,132,"5/7/1997",247943
"3820","3MF93","100",1,"1993-04-28 12:08","3MF93 100 1 60BON 1",0,0,1993,4,54.06833,-166.5867,118,85.44218,90,"3MF93_54.06833_-166.5867_1993-04-28 12:08_333",0,119,"4/28/1993",268008
"3822","5MF97","55",2,"1997-04-23 21:00","5MF97 55 2 60BON 1",6.35779,2.8383,1997,4,56.26133,-169.6962,113,352.32349,233,"5MF97_56.26133_-169.6962_1997-04-23 21:00_333",1,132,"4/23/1997",247943
"3823","6MF95","7",1,"1995-04-17 21:41","6MF95 7 1 60BON 1",0,0,1995,4,55.30967,-168.78529,107,296.94995,2052,"6MF95_55.30967_-168.78529_1995-04-17 21:41_333",0,275,"4/17/1995",257129
"3824","2MF92","G008A",1,"1992-04-17 9:07","2MF92 G008A 1 60BON 1",0,0,1992,4,54.46167,-167.815,107,152.44092,962,"2MF92_54.46167_-167.815_1992-04-17 9:07_333",0,36,"4/17/1992",276969
"3825","2MF92","G015A",1,"1992-04-17 17:42","2MF92 G015A 1 60BON 1",0,0,1992,4,54.045,-169.03999,107,149.57782,2025,"2MF92_54.045_-169.03999_1992-04-17 17:42_333",0,36,"4/17/1992",276969
"3826","2MF92","G022A",1,"1992-04-18 2:05","2MF92 G022A 1 60BON 1",0,0,1992,4,54.35333,-168.68671,108,144.31671,1736,"2MF92_54.35333_-168.68671_1992-04-18 2:05_333",0,36,"4/18/1992",276969
"3827","2MF92","G024A",1,"1992-04-18 4:30","2MF92 G024A 1 60BON 1",0,0,1992,4,54.18667,-169.1833,108,134.11704,2000,"2MF92_54.18667_-169.1833_1992-04-18 4:30_333",0,36,"4/18/1992",276969
"3828","2MF92","G029A",1,"1992-04-18 11:02","2MF92 G029A 1 60BON 1",0,0,1992,4,54.72333,-168.72,108,161.46062,2004,"2MF92_54.72333_-168.72_1992-04-18 11:02_333",0,36,"4/18/1992",276969
"3829","2MF92","G036A",1,"1992-04-18 19:16","2MF92 G036A 1 60BON 1",0,0,1992,4,54.87167,-168.86,108,178.18358,2400,"2MF92_54.87167_-168.86_1992-04-18 19:16_333",0,36,"4/18/1992",276969
"3833","4MF99","1",1,"1999-05-15 2:38","4MF99 1 1 60BON 1",0,0,1999,5,55.415,-168.1967,135,374.57449,339,"4MF99_55.415_-168.1967_1999-05-15 2:38_333",0,112,"5/15/1999",246131
"3834","6MF95","125",2,"1995-04-28 20:31","6MF95 125 2 60BON 1",0,0,1995,4,55.62517,-164.14549,118,138.08044,88,"6MF95_55.62517_-164.14549_1995-04-28 20:31_333",0,275,"4/28/1995",257129
"3835","6MF95","130",1,"1995-04-29 4:55","6MF95 130 1 60BON 1",33.80749,50.45894,1995,4,56.72733,-165.217,119,158.54475,78,"6MF95_56.72733_-165.217_1995-04-29 4:55_333",8,275,"4/29/1995",257129
"3836","6MF95","145",1,"1995-04-30 18:27","6MF95 145 1 60BON 1",0,0,1995,4,54.8455,-164.91701,120,101.05997,77,"6MF95_54.8455_-164.91701_1995-04-30 18:27_333",0,275,"4/30/1995",257129
"3837","3MF79","V012A",2,"1979-06-05 3:59","3MF79 V012A 2 60BON 1",0,0,1979,6,57.045,-165.0267,156,90.46889,68,"3MF79_57.045_-165.0267_1979-06-05 3:59_505",0,126,"6/5/1979",227682
"3839","3MF79","G018A",2,"1979-06-07 20:42","3MF79 G018A 2 60BON 1",0,0,1979,6,53.34833,-173.39,158,298.45725,1950,"3MF79_53.34833_-173.39_1979-06-07 20:42_505",0,126,"6/7/1979",227682
"3851","6MF95","21",1,"1995-04-19 1:51","6MF95 21 1 60BON 1",0,0,1995,4,54.666,-167.2057,109,265.23187,447,"6MF95_54.666_-167.2057_1995-04-19 1:51_333",0,275,"4/19/1995",257129
"3852","3MF79","G031A",2,"1979-06-19 8:44","3MF79 G031A 2 60BON 1",0,0,1979,6,55.78167,-166.8967,170,209.31372,130,"3MF79_55.78167_-166.8967_1979-06-19 8:44_505",0,126,"6/19/1979",227682
"3853","3MF79","G039A",2,"1979-06-21 9:23","3MF79 G039A 2 60BON 1",0,0,1979,6,56.315,-167.11169,172,158.33774,113,"3MF79_56.315_-167.11169_1979-06-21 9:23_505",0,126,"6/21/1979",227682
"3855","3MF79","G047A",2,"1979-06-24 7:12","3MF79 G047A 2 60BON 1",0,0,1979,6,56.79167,-168.48669,175,134.99371,97,"3MF79_56.79167_-168.48669_1979-06-24 7:12_505",0,126,"6/24/1979",227682
"3857","5MF05","138",1,"2005-05-20 9:48","5MF05 138 1 60BON 1",0,0,2005,5,55.58983,-166.07651,140,170.41664,123,"5MF05_55.58983_-166.07651_2005-05-20 9:48_505",0,283,"5/20/2005",249168
"3858","5MF05","2",3,"2005-05-10 8:01","5MF05 2 3 60BON 1",0,0,2005,5,54.37366,-165.25717,130,233.72881,165,"5MF05_54.37366_-165.25717_2005-05-10 8:01_505",0,283,"5/10/2005",249168
"3860","1OC88","G011A",1,"1988-03-18 14:35","1OC88 G011A 1 60BON 1",0,0,1988,3,54.17667,-168.3983,77,509.24683,2430,"1OC88_54.17667_-168.3983_1988-03-18 14:35_333",0,107,"3/18/1988",311661
"3861","1OC88","G026A",1,"1988-03-20 7:19","1OC88 G026A 1 60BON 1",0,0,1988,3,54.955,-168.605,79,523.90192,2295,"1OC88_54.955_-168.605_1988-03-20 7:19_333",0,107,"3/20/1988",311661
"3862","5MF97","36",3,"1997-04-20 18:36","5MF97 36 3 60BON 2",27.83446,41.54397,1997,4,56.87967,-164.0352,110,120.35442,73,"5MF97_56.87967_-164.0352_1997-04-20 18:36_333",5,132,"4/20/1997",247943
"3863","5MF97","39",2,"1997-04-21 3:49","5MF97 39 2 60BON 1",5.23937,8.58913,1997,4,56.946,-163.82471,111,116.4262,71,"5MF97_56.946_-163.82471_1997-04-21 3:49_333",1,132,"4/21/1997",247943
"3867","5MF05","25",2,"2005-05-13 1:43","5MF05 25 2 60BON 1",0,0,2005,5,57.29567,-158.62933,133,61.02092,41,"5MF05_57.29567_-158.62933_2005-05-13 1:43_505",0,283,"5/13/2005",249168
"3868","5MF05","28",2,"2005-05-13 7:57","5MF05 28 2 60BON 1",0,0,2005,5,57.51733,-158.85617,133,62.07061,43,"5MF05_57.51733_-158.85617_2005-05-13 7:57_505",0,283,"5/13/2005",249168
"3869","5MF05","4",3,"2005-05-10 10:39","5MF05 4 3 60BON 1",5.13923,12.5347,2005,5,54.461,-165.01199,130,79.77855,50,"5MF05_54.461_-165.01199_2005-05-10 10:39_505",1,283,"5/10/2005",249168
"3870","5MF05","44",2,"2005-05-14 20:50","5MF05 44 2 60BON 1",17.71034,23.93289,2005,5,56.68033,-161.6355,134,125.3505,84,"5MF05_56.68033_-161.6355_2005-05-14 20:50_505",3,283,"5/14/2005",249168
"3876","5MF05","57",2,"2005-05-16 2:19","5MF05 57 2 60BON 1",0,0,2005,5,56.19733,-163.19917,136,100.53966,85,"5MF05_56.19733_-163.19917_2005-05-16 2:19_505",0,283,"5/16/2005",249168
"3878","1MF99","21",1,"1999-04-15 17:25","1MF99 21 1 60BON 1",0,0,1999,4,55.50717,-164.5322,105,202.56125,104,"1MF99_55.50717_-164.5322_1999-04-15 17:25_505",0,112,"4/15/1999",246131
"3879","1MF99","36",1,"1999-04-16 19:00","1MF99 36 1 60BON 1",0,0,1999,4,55.14717,-165.6873,106,179.27683,125,"1MF99_55.14717_-165.6873_1999-04-16 19:00_505",0,112,"4/16/1999",246131
"3880","1MP91","G075A",2,"1991-04-24 17:15","1MP91 G075A 2 60BON 1",0,0,1991,4,56.79167,-170.14999,114,74.79834,87,"1MP91_56.79167_-170.14999_1991-04-24 17:15_333",0,81,"4/24/1991",284096
"3881","1MP91","G093A",1,"1991-04-25 0:01","1MP91 G093A 1 60BON 1",0,0,1991,4,56.625,-171.3167,115,92.25987,118,"1MP91_56.625_-171.3167_1991-04-25 0:01_333",0,81,"4/25/1991",284096
"3882","1MP91","G095A",1,"1991-04-25 7:20","1MP91 G095A 1 60BON 1",0,0,1991,4,56,-172.5833,115,199.86903,3150,"1MP91_56_-172.5833_1991-04-25 7:20_333",0,81,"4/25/1991",284096
"3883","1MP91","G137A",1,"1991-05-08 9:00","1MP91 G137A 1 60BON 1",0,0,1991,5,53.45,-169.5,128,225.62946,2180,"1MP91_53.45_-169.5_1991-05-08 9:00_333",0,81,"5/8/1991",284096
"3893","5MF05","114",1,"2005-05-18 23:49","5MF05 114 1 60BON 1",0,0,2005,5,55.14317,-165.68466,138,137.25324,123,"5MF05_55.14317_-165.68466_2005-05-18 23:49_505",0,283,"5/18/2005",249168
"3901","2DY12","144",1,"2012-05-27 16:04","2DY12 144 1 60BON 1",118.48638,169.26626,2012,5,56.98767,-168.9527,147,159.512,81,"2DY12_56.98767_-168.9527_2012-05-27 16:04_505",27,429,"5/27/2012",234044
"3903","2DY12","128",1,"2012-05-26 3:06","2DY12 128 1 60BON 1",60.48861,61.0996,2012,5,56.67083,-168.1508,146,261.8675,106,"2DY12_56.67083_-168.1508_2012-05-26 3:06_505",16,429,"5/26/2012",234044
"3904","2DY12","129",1,"2012-05-26 4:57","2DY12 129 1 60BON 1",167.37542,201.65713,2012,5,56.88683,-168.365,146,203.3154,92,"2DY12_56.88683_-168.365_2012-05-26 4:57_505",41,429,"5/26/2012",234044
"3905","2DY12","170",1,"2012-05-30 17:29","2DY12 170 1 60BON 1",0,0,2012,5,57.19417,-170.1123,150,41.0364,27,"2DY12_57.19417_-170.1123_2012-05-30 17:29_505",0,429,"5/30/2012",234044
"3906","2DY12","147",1,"2012-05-27 23:08","2DY12 147 1 60BON 1",0,0,2012,5,56.32567,-168.3002,147,334.8082,159,"2DY12_56.32567_-168.3002_2012-05-27 23:08_505",0,429,"5/27/2012",234044
"3907","2DY12","198",1,"2012-06-01 13:26","2DY12 198 1 60BON 1",0,0,2012,6,56.39067,-170.8098,152,234.9003,124,"2DY12_56.39067_-170.8098_2012-06-01 13:26_505",0,429,"6/1/2012",234044
"3908","2DY12","46",1,"2012-05-20 2:55","2DY12 46 1 60BON 1",0,0,2012,5,55.84383,-164.3577,140,180.1208,95,"2DY12_55.84383_-164.3577_2012-05-20 2:55_505",0,429,"5/20/2012",234044
"3909","2DY12","7",1,"2012-05-17 14:11","2DY12 7 1 60BON 1",0,0,2012,5,56.36617,-166.3628,137,194.6909,103,"2DY12_56.36617_-166.3628_2012-05-17 14:11_505",0,429,"5/17/2012",234044
"3910","DY14-05","21",2,"2014-05-09 15:08","DY14-05 21 2 60BON 2",0,0,2014,5,56.942,-163.8288,129,114.44652,70,"DY14-05_56.942_-163.8288_2014-05-09 15:08_505",0,521,"5/9/2014",228355
"3911","2DY12","130",1,"2012-05-26 7:02","2DY12 130 1 60BON 1",111.82386,162.06356,2012,5,57.1055,-168.5805,146,166.6013,78,"2DY12_57.1055_-168.5805_2012-05-26 7:02_505",27,429,"5/26/2012",234044
"3912","2DY12","132",1,"2012-05-26 11:19","2DY12 132 1 60BON 1",410.05117,683.41862,2012,5,57.54683,-169.0293,146,146.3232,71,"2DY12_57.54683_-169.0293_2012-05-26 11:19_505",100,429,"5/26/2012",234044
"3915","2DY12","134",2,"2012-05-26 15:22","2DY12 134 2 60BON 1",344.60382,564.9243,2012,5,57.76467,-168.4758,146,134.5313,72,"2DY12_57.76467_-168.4758_2012-05-26 15:22_505",76,429,"5/26/2012",234044
"3919","2DY10","13",2,"2010-05-07 15:11","2DY10 13 2 60BON 2",0,0,2010,5,55.12483,-166.65216,127,262.08612,144,"2DY10_55.12483_-166.65216_2010-05-07 15:11_500",0,370,"5/7/2010",227957
"3920","2DY09","22",2,"2009-04-30 12:59","2DY09 22 2 60BON 1",0,0,2009,4,56.66667,-163.86951,120,145.95255,76,"2DY09_56.66667_-163.86951_2009-04-30 12:59_333",0,311,"4/30/2009",225280
"3921","3MF02","78",2,"2002-05-21 1:49","3MF02 78 2 60BON 1",0,0,2002,5,53.99,-167.55933,141,471.63483,1728,"3MF02_53.99_-167.55933_2002-05-21 1:49_505",0,236,"5/21/2002",255755
"3925","DY14-06","46",1,"2014-05-24 11:57","DY14-06 46 1 60BON 1",5.69287,6.61962,2014,5,55.7455,-163.7587,144,151.06613,95,"DY14-06_55.7455_-163.7587_2014-05-24 11:57_505",1,521,"5/24/2014",228355
"3928","DY14-06","28",1,"2014-05-23 6:01","DY14-06 28 1 60BON 1",0,0,2014,5,55.604,-165.1247,143,169.60948,108,"DY14-06_55.604_-165.1247_2014-05-23 6:01_505",0,521,"5/23/2014",228355
"3929","DY14-06","29",1,"2014-05-23 7:40","DY14-06 29 1 60BON 1",0,0,2014,5,55.3872,-164.92,143,183.55423,108,"DY14-06_55.3872_-164.92_2014-05-23 7:40_505",0,521,"5/23/2014",228355
"3932","3MF06","14",2,"2006-05-11 1:08","3MF06 14 2 60BON 1",0,0,2006,5,54.11733,-167.17984,131,342.33951,1473,"3MF06_54.11733_-167.17984_2006-05-11 1:08_505",0,442,"5/11/2006",242629
"3933","3MF06","55",2,"2006-05-15 15:48","3MF06 55 2 60BON 1",0,0,2006,5,55.62366,-164.16684,135,134.78169,95,"3MF06_55.62366_-164.16684_2006-05-15 15:48_505",0,442,"5/15/2006",242629
"3938","2DY12","118",1,"2012-05-25 10:27","2DY12 118 1 60BON 1",548.63502,761.99309,2012,5,56.80667,-166.7952,145,153.5447,82,"2DY12_56.80667_-166.7952_2012-05-25 10:27_505",117,429,"5/25/2012",234044
"3939","DY14-06","54",1,"2014-05-25 1:33","DY14-06 54 1 60BON 1",0,0,2014,5,55.6473,-163.1593,145,94.98999,67,"DY14-06_55.6473_-163.1593_2014-05-25 1:33_505",0,521,"5/25/2014",228355
"3940","DY14-06","224",1,"2014-06-06 11:48","DY14-06 224 1 60BON 2",23.31705,27.7584,2014,6,58.9495,-171.9345,157,144.10054,93,"DY14-06_58.9495_-171.9345_2014-06-06 11:48_505",4,521,"6/6/2014",228355
"3941","DY14-06","38",1,"2014-05-23 22:51","DY14-06 38 1 60BON 1",0,0,2014,5,56.2857,-164.7832,143,150.36039,90,"DY14-06_56.2857_-164.7832_2014-05-23 22:51_505",0,521,"5/23/2014",228355
"3944","2AR09","10",2,"2009-06-20 3:04","2AR09 10 2 60BON 1",0,0,2009,6,55.35017,-166.35466,171,274.30774,129,"2AR09_55.35017_-166.35466_2009-06-20 3:04_333",0,311,"6/20/2009",225280
"3945","2AR09","11",2,"2009-06-21 5:48","2AR09 11 2 60BON 1",0,0,2009,6,57.02433,-168.31751,172,92.36754,77,"2AR09_57.02433_-168.31751_2009-06-21 5:48_333",0,311,"6/21/2009",225280
"3946","2DY10","85",3,"2010-05-15 22:55","2DY10 85 3 60BON 2",0,0,2010,5,56.18867,-169.64101,135,583.42859,368,"2DY10_56.18867_-169.64101_2010-05-15 22:55_500",0,370,"5/15/2010",227957
"3955","2DY12","91",1,"2012-05-23 9:30","2DY12 91 1 60BON 1",7639.0811,20102.84499,2012,5,56.2415,-161.1988,143,6.8647,48,"2DY12_56.2415_-161.1988_2012-05-23 9:30_505",138,429,"5/23/2012",234044
"3956","DY14-06","79",1,"2014-05-26 14:52","DY14-06 79 1 60BON 2",0,0,2014,5,56.9017,-161.8462,146,143.05577,71,"DY14-06_56.9017_-161.8462_2014-05-26 14:52_505",0,521,"5/26/2014",228355
"3958","1TT06","31",2,"2006-04-23 3:34","1TT06 31 2 60BON 1",51.5895,75.86692,2006,4,58.39417,-170.39467,113,118.62878,76,"1TT06_58.39417_-170.39467_2006-04-23 3:34_333",9,442,"4/23/2006",242629
"3959","1OM06","19",1,"2006-06-25 1:30","1OM06 19 1 60BON 1",0,0,2006,6,56.00083,-167.9995,176,89.31303,135,"1OM06_56.00083_-167.9995_2006-06-25 1:30_505",0,442,"6/25/2006",242629
"3962","3TT05","97",2,"2005-05-24 14:59","3TT05 97 2 60BON 1",0,0,2005,5,57.97117,-169.35967,144,62.90559,70,"3TT05_57.97117_-169.35967_2005-05-24 14:59_333",0,283,"5/24/2005",249168
"3964","3TT05","82",2,"2005-05-23 4:29","3TT05 82 2 60BON 1",390.72568,566.2691,2005,5,59.83033,-171.76283,143,61.80807,76,"3TT05_59.83033_-171.76283_2005-05-23 4:29_333",35,283,"5/23/2005",249168
"3966","DY14-05","10",2,"2014-05-08 5:21","DY14-05 10 2 60BON 2",0,0,2014,5,54.7157,-164.7042,128,77.66784,47,"DY14-05_54.7157_-164.7042_2014-05-08 5:21_505",0,521,"5/8/2014",228355
"3968","DY13-05","43",2,"2013-05-08 3:53","DY13-05 43 2 60BON 1",142.60739,216.0718,2013,5,57.5008,-167.3443,128,148.09892,72,"DY13-05_57.5008_-167.3443_2013-05-08 3:53_500",32,63,"5/8/2013",234526
"3969","DY13-05","28",2,"2013-05-05 8:18","DY13-05 28 2 60BON 1",25.56344,36.5192,2013,5,56.6637,-163.8688,125,136.91428,76,"DY13-05_56.6637_-163.8688_2013-05-05 8:18_500",5,63,"5/5/2013",234526
"3973","3DY09","15",2,"2009-05-09 22:38","3DY09 15 2 60BON 1",0,0,2009,5,56.52833,-169.49867,129,119.80142,69,"3DY09_56.52833_-169.49867_2009-05-09 22:38_505",0,311,"5/9/2009",225280
"3974","3TT05","91",2,"2005-05-24 4:53","3TT05 91 2 60BON 1",462.4183,700.63378,2005,5,58.77417,-170.28767,144,51.38205,73,"3TT05_58.77417_-170.28767_2005-05-24 4:53_333",36,283,"5/24/2005",249168
"3977","2DY12","100",1,"2012-05-23 23:31","2DY12 100 1 60BON 1",76.99805,148.07318,2012,5,56.817,-160.2212,143,114.8081,60,"2DY12_56.817_-160.2212_2012-05-23 23:31_505",17,429,"5/23/2012",234044
"3979","2DY12","150",1,"2012-05-28 5:03","2DY12 150 1 60BON 1",0,0,2012,5,55.973,-169.4043,148,756.8555,1534,"2DY12_55.973_-169.4043_2012-05-28 5:03_505",0,429,"5/28/2012",234044
"3981","DY13-05","12",2,"2013-05-03 19:30","DY13-05 12 2 60BON 1",0,0,2013,5,54.4784,-166.0478,123,518.42877,530,"DY13-05_54.4784_-166.0478_2013-05-03 19:30_500",0,63,"5/3/2013",234526
"3984","1TT06","68",5,"2006-04-30 19:15","1TT06 68 5 60BON 1",24.08652,21.69957,2006,4,58.45817,-173.60617,120,230.41934,122,"1TT06_58.45817_-173.60617_2006-04-30 19:15_333",5,442,"4/30/2006",242629
"3985","3MF06","17",2,"2006-05-11 10:18","3MF06 17 2 60BON 1",0,0,2006,5,54.78833,-167.79849,131,428.65515,1284,"3MF06_54.78833_-167.79849_2006-05-11 10:18_505",0,442,"5/11/2006",242629
"3987","2DY12","75",1,"2012-05-22 8:33","2DY12 75 1 60BON 1",233.10827,423.83323,2012,5,55.886,-162.381,142,101.455,65,"2DY12_55.886_-162.381_2012-05-22 8:33_505",43,429,"5/22/2012",234044
"3988","2DY12","77",1,"2012-05-22 11:36","2DY12 77 1 60BON 1",117.22017,167.45739,2012,5,56.32467,-162.8057,142,113.4617,80,"2DY12_56.32467_-162.8057_2012-05-22 11:36_505",19,429,"5/22/2012",234044
"3990","1TT06","92",2,"2006-05-08 1:17","1TT06 92 2 60BON 1",195.25282,305.08253,2006,5,57.9105,-168.88667,128,101.61185,73,"1TT06_57.9105_-168.88667_2006-05-08 1:17_333",31,442,"5/8/2006",242629
"3991","3TT05","21",2,"2005-05-17 13:19","3TT05 21 2 60BON 1",1944.24153,4860.60383,2005,5,59.9035,-169.149,137,50.40526,47,"3TT05_59.9035_-169.149_2005-05-17 13:19_333",245,283,"5/17/2005",249168
"3992","3MF02","42",2,"2002-05-16 21:30","3MF02 42 2 60BON 1",0,0,2002,5,55.26467,-165.30499,136,173.83965,118,"3MF02_55.26467_-165.30499_2002-05-16 21:30_505",0,236,"5/16/2002",255755
"3993","3MF02","46",2,"2002-05-17 7:48","3MF02 46 2 60BON 1",0,0,2002,5,55.864,-163.36983,137,137.58682,95,"3MF02_55.864_-163.36983_2002-05-17 7:48_505",0,236,"5/17/2002",255755
"3994","3MF02","67",2,"2002-05-19 19:59","3MF02 67 2 60BON 1",0,0,2002,5,55.36817,-165.89284,139,146.33934,122,"3MF02_55.36817_-165.89284_2002-05-19 19:59_505",0,236,"5/19/2002",255755
"3996","2DY12","23",2,"2012-05-18 18:03","2DY12 23 2 60BON 1",0,0,2012,5,55.3885,-164.9222,138,201.9758,105,"2DY12_55.3885_-164.9222_2012-05-18 18:03_505",0,429,"5/18/2012",234044
"3997","2DY12","58",1,"2012-05-20 22:01","2DY12 58 1 60BON 1",180.99622,329.08404,2012,5,55.6455,-163.165,140,97.2396,67,"2DY12_55.6455_-163.165_2012-05-20 22:01_505",32,429,"5/20/2012",234044
"3999","2DY12","188",1,"2012-05-31 21:19","2DY12 188 1 60BON 1",91.60553,109.0542,2012,5,57.72766,-171.1722,151,192.5648,93,"2DY12_57.72766_-171.1722_2012-05-31 21:19_505",21,429,"5/31/2012",234044
"4001","1TT06","29",2,"2006-04-22 16:24","1TT06 29 2 60BON 1",56.47733,94.12888,2006,4,58.59333,-170.0195,112,116.86105,70,"1TT06_58.59333_-170.0195_2006-04-22 16:24_333",11,442,"4/22/2006",242629
"4005","3MF06","46",2,"2006-05-14 20:35","3MF06 46 2 60BON 1",0,0,2006,5,55.602,-165.147,134,132.28703,108,"3MF06_55.602_-165.147_2006-05-14 20:35_505",0,442,"5/14/2006",242629
"4013","DY14-06","102",1,"2014-05-28 4:09","DY14-06 102 1 60BON 1",0,0,2014,5,56.725,-165.2115,148,133.87386,76,"DY14-06_56.725_-165.2115_2014-05-28 4:09_505",0,521,"5/28/2014",228355
"4014","3DY08","24",2,"2008-05-15 23:55","3DY08 24 2 60BON 1",84.62237,120.8891,2008,5,56.1125,-162.60317,135,157.16884,79,"3DY08_56.1125_-162.60317_2008-05-15 23:55_335",19,331,"5/15/2008",227649
"4015","3DY09","11",2,"2009-05-09 15:47","3DY09 11 2 60BON 1",0,0,2009,5,56.86983,-169.327,129,110.60411,79,"3DY09_56.86983_-169.327_2009-05-09 15:47_505",0,311,"5/9/2009",225280
"4016","3DY09","12",2,"2009-05-09 17:29","3DY09 12 2 60BON 1",0,0,2009,5,56.74833,-169.69634,129,137.85187,78,"3DY09_56.74833_-169.69634_2009-05-09 17:29_505",0,311,"5/9/2009",225280
