"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date"
"1350","3MF02","75",2,"5/20/2002 16:23:00","3MF02 75 2 60BON 1",23.79249,7.90448,2002,5,54.55383,-167.59784,140,379.53153,732,"3MF02_54.55383_-167.59784_5/20/2002 16:23:00_505",3,150,"5/20/2002"
"1351","3MF06","62",2,"5/16/2006 5:13:00","3MF06 62 2 60BON 1",0,0,2006,5,56.089,-163.57651,136,129.65758,89,"3MF06_56.089_-163.57651_5/16/2006 5:13:00_505",0,267,"5/16/2006"
"1352","3MF06","63",2,"5/16/2006 7:17:00","3MF06 63 2 60BON 1",0,0,2006,5,55.86517,-163.35983,136,167.41234,91,"3MF06_55.86517_-163.35983_5/16/2006 7:17:00_505",0,267,"5/16/2006"
"1354","3MF79","G076A",2,"7/8/1979 23:33:00","3MF79 G076A 2 60BON 1",0,0,1979,7,55.63833,-172.9483,189,330.03272,NA,"3MF79_55.63833_-172.9483_7/8/1979 23:33:00_505",0,85,"7/8/1979"
"1357","4MF03","45",2,"5/23/2003 0:14:00","4MF03 45 2 60BON 1",0,0,2003,5,56.1,-162.60167,143,202.40198,80,"4MF03_56.1_-162.60167_5/23/2003 0:14:00_505",0,88,"5/23/2003"
"1358","4MF03","49",2,"5/23/2003 8:01:00","4MF03 49 2 60BON 1",0,0,2003,5,55.52833,-163.55333,143,177.82101,75,"4MF03_55.52833_-163.55333_5/23/2003 8:01:00_505",0,88,"5/23/2003"
"1359","4MF06","1",1,"5/22/2006 4:23:00","4MF06 1 1 60BON 1",49.83598,49.34256,2006,5,54.4805,-165.29733,142,202.66481,149,"4MF06_54.4805_-165.29733_5/22/2006 4:23:00_505",10,267,"5/22/2006"
"1361","1AR07","8",2,"6/17/2007 4:36:00","1AR07 8 2 60BON 1",0,0,2007,6,56.01317,-162.25583,168,113.67326,71,"1AR07_56.01317_-162.25583_6/17/2007 4:36:00_333",0,279,"6/17/2007"
"1364","1DY11","63",2,"5/28/2011 1:38:00","1DY11 63 2 60BON 1",6.16866,3.90422,2011,5,54.37783,-165.2645,148,256.13327,165,"1DY11_54.37783_-165.2645_5/28/2011 1:38:00_333",1,103,"5/28/2011"
"1366","1DY10","11",2,"4/28/2010 15:45:00","1DY10 11 2 60BON 2",0,0,2010,4,56.66783,-163.86417,118,203.9063,77,"1DY10_56.66783_-163.86417_4/28/2010 15:45:00_505",0,240,"4/28/2010"
"1368","2DY10","32",2,"5/9/2010 10:52:00","2DY10 32 2 60BON 2",0,0,2010,5,55.38533,-164.92149,129,203.75739,108,"2DY10_55.38533_-164.92149_5/9/2010 10:52:00_500",0,240,"5/9/2010"
"1369","4MF94","148",1,"4/29/1994 0:38:00","4MF94 148 1 60BON 1",0,0,1994,4,54.17667,-166.2883,119,273.6189,171,"4MF94_54.17667_-166.2883_4/29/1994 0:38:00_333",0,145,"4/29/1994"
"1374","4WE97","2",2,"7/1/1997 16:42:00","4WE97 2 2 60BON 1",16.47777,5.45622,1997,7,53.43533,-168.774,182,366.55444,945,"4WE97_53.43533_-168.774_7/1/1997 16:42:00_333",2,132,"7/1/1997"
"1375","4MF94","142",3,"4/28/1994 4:15:00","4MF94 142 3 60BON 1",0,0,1994,4,54.63333,-165.49001,118,387.11359,191,"4MF94_54.63333_-165.49001_4/28/1994 4:15:00_333",0,145,"4/28/1994"
"1376","2AK10","2",2,"7/2/2010 3:15:00","2AK10 2 2 60BON 1",19.19189,15.35351,2010,7,56.6525,-172.56267,183,260.52676,135,"2AK10_56.6525_-172.56267_7/2/2010 3:15:00_333",4,240,"7/2/2010"
"1377","4MF94","144",3,"4/28/1994 13:02:00","4MF94 144 3 60BON 1",0,0,1994,4,54.52333,-165.9967,118,235.3712,482,"4MF94_54.52333_-165.9967_4/28/1994 13:02:00_333",0,145,"4/28/1994"
