"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date"
"3430","DY14-06","183",1,"6/3/2014 20:58:00","DY14-06 183 1 60BON 1",0,0,2014,6,57.2703,-171.6802,154,189.74426,106,"DY14-06_57.2703_-171.6802_6/3/2014 20:58:00_505",0,301,"6/3/2014"
"3431","DY13-05","32",2,"5/6/2013 2:38:00","DY13-05 32 2 60BON 1",0,0,2013,5,56.7585,-164.3183,126,134.06153,75,"DY13-05_56.7585_-164.3183_5/6/2013 2:38:00_500",0,28,"5/6/2013"
"3435","1GP99","1",2,"7/13/1999 4:35:00","1GP99 1 2 60BON 1",0,0,1999,7,54.04733,-166.6617,194,38.69115,53,"1GP99_54.04733_-166.6617_7/13/1999 4:35:00_333",0,84,"7/13/1999"
"3436","1GP99","15",1,"7/15/1999 17:39:00","1GP99 15 1 60BON 1",0,0,1999,7,55.10867,-164.2925,196,93.09555,60,"1GP99_55.10867_-164.2925_7/15/1999 17:39:00_333",0,84,"7/15/1999"
"3440","2DY12","116",1,"5/25/2012 7:23:00","2DY12 116 1 60BON 1",0,0,2012,5,57.04633,-166.0343,145,148.6641,74,"2DY12_57.04633_-166.0343_5/25/2012 7:23:00_505",0,299,"5/25/2012"
"3441","6MF97","69",2,"5/12/1997 1:04:00","6MF97 69 2 60BON 1",0,0,1997,5,55.89583,-166.90567,132,172.64319,129,"6MF97_55.89583_-166.90567_5/12/1997 1:04:00_333",0,132,"5/12/1997"
"3447","3MF93","10",1,"4/16/1993 23:23:00","3MF93 10 1 60BON 1",0,0,1993,4,54.69667,-166.24831,106,364.52097,285,"3MF93_54.69667_-166.24831_4/16/1993 23:23:00_333",0,119,"4/16/1993"
"3448","3MF93","115",1,"4/29/1993 23:45:00","3MF93 115 1 60BON 1",0,0,1993,4,54.13333,-166.185,119,105.53918,84,"3MF93_54.13333_-166.185_4/29/1993 23:45:00_333",0,119,"4/29/1993"
"3449","3MF93","122",1,"4/30/1993 7:39:00","3MF93 122 1 60BON 1",0,0,1993,4,54.13167,-166.42329,120,452.27518,668,"3MF93_54.13167_-166.42329_4/30/1993 7:39:00_333",0,119,"4/30/1993"
"3450","3MF93","126",1,"4/30/1993 11:12:00","3MF93 126 1 60BON 1",0,0,1993,4,54.11667,-166.51,120,458.86758,556,"3MF93_54.11667_-166.51_4/30/1993 11:12:00_333",0,119,"4/30/1993"
"3451","3MF93","22",1,"4/17/1993 20:04:00","3MF93 22 1 60BON 1",0,0,1993,4,54.05333,-166.5683,107,147.47565,121,"3MF93_54.05333_-166.5683_4/17/1993 20:04:00_333",0,119,"4/17/1993"
"3453","2DY12","163",1,"5/30/2012 6:17:00","2DY12 163 1 60BON 1",31.41741,44.88201,2012,5,56.86883,-169.3318,150,155.9645,79,"2DY12_56.86883_-169.3318_5/30/2012 6:17:00_505",7,299,"5/30/2012"
"3455","4MF03","61",2,"5/24/2003 8:58:00","4MF03 61 2 60BON 1",23.06108,7.68703,2003,5,54.56617,-166.6145,144,650.44653,423,"4MF03_54.56617_-166.6145_5/24/2003 8:58:00_505",5,88,"5/24/2003"
"3461","3AR09","30",2,"7/30/2009 6:26:00","3AR09 30 2 60BON 2",0,0,2009,7,56.3045,-162.16716,211,119.54427,71,"3AR09_56.3045_-162.16716_7/30/2009 6:26:00_333",0,189,"7/30/2009"
"3462","3DY09","73",1,"5/16/2009 7:12:00","3DY09 73 1 60BON 1",4.88089,3.08917,2009,5,54.37217,-165.27983,136,323.7117,171,"3DY09_54.37217_-165.27983_5/16/2009 7:12:00_505",1,189,"5/16/2009"
"3463","3DY09","74",1,"5/16/2009 8:13:00","3DY09 74 1 60BON 1",0,0,2009,5,54.32533,-165.40334,136,227.45656,145,"3DY09_54.32533_-165.40334_5/16/2009 8:13:00_505",0,189,"5/16/2009"
"3464","1DN88","G186A",1,"4/21/1988 23:59:00","1DN88 G186A 1 60BON 2",0,0,1988,4,55.84333,-167.3333,111,226.97311,130,"1DN88_55.84333_-167.3333_4/21/1988 23:59:00_505",0,102,"4/21/1988"
"3469","1OC88","G046A",1,"4/1/1988 13:24:00","1OC88 G046A 1 60BON 1",0,0,1988,4,55.48833,-168.655,91,568.22345,1620,"1OC88_55.48833_-168.655_4/1/1988 13:24:00_333",0,102,"4/1/1988"
"3470","1OC88","G048A",1,"4/1/1988 17:36:00","1OC88 G048A 1 60BON 1",0,0,1988,4,55.165,-168.8083,91,609.85388,1988,"1OC88_55.165_-168.8083_4/1/1988 17:36:00_333",0,102,"4/1/1988"
"3471","1OC88","G053A",1,"4/2/1988 0:00:00","1OC88 G053A 1 60BON 1",0,0,1988,4,54.30333,-168.03,92,801.03839,1060,"1OC88_54.30333_-168.03_4/2/1988 0:00:00_333",0,102,"4/2/1988"
"3472","5MF97","28",1,"4/19/1997 21:57:00","5MF97 28 1 60BON 1",0,0,1997,4,55.98217,-166.5863,109,162.61841,130,"5MF97_55.98217_-166.5863_4/19/1997 21:57:00_333",0,132,"4/19/1997"
"3474","DY14-06","237",1,"6/7/2014 13:56:00","DY14-06 237 1 60BON 1",6.30258,4.81113,2014,6,56.59,-171.9647,158,207.85146,137,"DY14-06_56.59_-171.9647_6/7/2014 13:56:00_505",1,301,"6/7/2014"
"3475","4MF94","67",1,"4/21/1994 15:10:00","4MF94 67 1 60BON 1",0,0,1994,4,54.99,-168.21001,111,280.1608,1574,"4MF94_54.99_-168.21001_4/21/1994 15:10:00_333",0,145,"4/21/1994"
"3477","5MF97","2",2,"4/16/1997 14:33:00","5MF97 2 2 60BON 1",0,0,1997,4,53.5135,-168.90581,106,574.32709,1833,"5MF97_53.5135_-168.90581_4/16/1997 14:33:00_333",0,132,"4/16/1997"
"3478","6MF95","21",2,"4/19/1995 2:40:00","6MF95 21 2 60BON 1",0,0,1995,4,54.67,-167.2108,109,480.04123,449,"6MF95_54.67_-167.2108_4/19/1995 2:40:00_333",0,275,"4/19/1995"
"3479","6MF95","22",1,"4/19/1995 4:20:00","6MF95 22 1 60BON 1",0,0,1995,4,54.8945,-167.4093,109,253.88422,406,"6MF95_54.8945_-167.4093_4/19/1995 4:20:00_333",0,275,"4/19/1995"
"3480","6MF95","23",1,"4/19/1995 6:25:00","6MF95 23 1 60BON 1",0,0,1995,4,55.10683,-167.6162,109,234.23665,272,"6MF95_55.10683_-167.6162_4/19/1995 6:25:00_333",0,275,"4/19/1995"
"3481","6MF95","26",1,"4/19/1995 12:13:00","6MF95 26 1 60BON 1",0,0,1995,4,55.77033,-168.25549,109,173.3358,133,"6MF95_55.77033_-168.25549_4/19/1995 12:13:00_333",0,275,"4/19/1995"
"3482","1HE07","31",2,"4/14/2007 17:28:00","1HE07 31 2 60BON 1",0,0,2007,4,58.04617,-169.67284,104,112.79017,73,"1HE07_58.04617_-169.67284_4/14/2007 17:28:00_333",0,279,"4/14/2007"
"3484","1DN88","G172A",1,"4/16/1988 4:52:00","1DN88 G172A 1 60BON 2",0,0,1988,4,55.1,-166.1167,106,226.97311,135,"1DN88_55.1_-166.1167_4/16/1988 4:52:00_505",0,102,"4/16/1988"
"3485","2DY12","177",1,"5/31/2012 5:07:00","2DY12 177 1 60BON 1",0,0,2012,5,57.51217,-170.9468,151,194.3248,88,"2DY12_57.51217_-170.9468_5/31/2012 5:07:00_505",0,299,"5/31/2012"
"3486","2DY12","48",1,"5/20/2012 6:00:00","2DY12 48 1 60BON 1",0,0,2012,5,56.28316,-164.784,140,117.262,91,"2DY12_56.28316_-164.784_5/20/2012 6:00:00_505",0,299,"5/20/2012"
"3487","2DY12","74",1,"5/22/2012 6:39:00","2DY12 74 1 60BON 1",0,0,2012,5,55.54633,-162.558,142,44.696,30,"2DY12_55.54633_-162.558_5/22/2012 6:39:00_505",0,299,"5/22/2012"
"3490","5MF05","128",1,"5/19/2005 14:01:00","5MF05 128 1 60BON 1",49.9449,39.32669,2005,5,54.7065,-165.272,139,203.42418,136,"5MF05_54.7065_-165.272_5/19/2005 14:01:00_505",8,148,"5/19/2005"
"3491","1DN88","G174A",1,"4/16/1988 14:13:00","1DN88 G174A 1 60BON 2",0,0,1988,4,54.425,-166.1667,106,526.7179,580,"1DN88_54.425_-166.1667_4/16/1988 14:13:00_505",0,102,"4/16/1988"
"3492","1DN88","G179A",1,"4/18/1988 13:20:00","1DN88 G179A 1 60BON 2",0,0,1988,4,55.13333,-167.46671,108,167.9729,163,"1DN88_55.13333_-167.46671_4/18/1988 13:20:00_505",0,102,"4/18/1988"
"3493","1DN88","G182A",1,"4/19/1988 5:47:00","1DN88 G182A 1 60BON 2",0,0,1988,4,56.13333,-165.3333,109,102.54044,90,"1DN88_56.13333_-165.3333_4/19/1988 5:47:00_505",0,102,"4/19/1988"
"3495","6MF95","112",1,"4/27/1995 15:09:00","6MF95 112 1 60BON 1",0,0,1995,4,56.24567,-166.74001,117,143.8225,115,"6MF95_56.24567_-166.74001_4/27/1995 15:09:00_333",0,275,"4/27/1995"
"3496","6MF95","135",1,"4/29/1995 12:59:00","6MF95 135 1 60BON 1",0,0,1995,4,56.305,-163.79981,119,116.36924,85,"6MF95_56.305_-163.79981_4/29/1995 12:59:00_333",0,275,"4/29/1995"
"3497","6MF95","15",1,"4/18/1995 14:00:00","6MF95 15 1 60BON 1",0,0,1995,4,54.77383,-167.7782,108,216.02039,1344,"6MF95_54.77383_-167.7782_4/18/1995 14:00:00_333",0,275,"4/18/1995"
"3501","3DY09","41",2,"5/13/2009 12:34:00","3DY09 41 2 60BON 1",0,0,2009,5,56.08333,-163.58684,133,137.43475,92,"3DY09_56.08333_-163.58684_5/13/2009 12:34:00_505",0,189,"5/13/2009"
"3502","2DY12","143",1,"5/27/2012 13:23:00","2DY12 143 1 60BON 1",0,0,2012,5,57.206,-169.1742,147,140.5131,78,"2DY12_57.206_-169.1742_5/27/2012 13:23:00_505",0,299,"5/27/2012"
"3503","DY14-06","186",1,"6/4/2014 1:50:00","DY14-06 186 1 60BON 1",0,0,2014,6,57.6272,-170.5905,155,136.20458,76,"DY14-06_57.6272_-170.5905_6/4/2014 1:50:00_505",0,301,"6/4/2014"
"3509","1DN88","G160A",1,"4/11/1988 1:02:00","1DN88 G160A 1 60BON 2",0,0,1988,4,55.04167,-164.8333,101,126.23357,89,"1DN88_55.04167_-164.8333_4/11/1988 1:02:00_505",0,102,"4/11/1988"
"3511","3MF79","V007A",2,"6/3/1979 16:01:00","3MF79 V007A 2 60BON 1",0,0,1979,6,56.05,-166.5667,154,159.80293,124,"3MF79_56.05_-166.5667_6/3/1979 16:01:00_505",0,85,"6/3/1979"
"3512","1AR09","6",2,"6/14/2009 3:30:00","1AR09 6 2 60BON 1",0,0,2009,6,57.40217,-165.83817,165,65.05528,64,"1AR09_57.40217_-165.83817_6/14/2009 3:30:00_333",0,189,"6/14/2009"
"3513","1AK10","10",2,"6/16/2010 3:06:00","1AK10 10 2 60BON 1",0,0,2010,6,57.96867,-165.252,167,121.72274,47,"1AK10_57.96867_-165.252_6/16/2010 3:06:00_333",0,240,"6/16/2010"
"3514","2DY12","199",1,"6/1/2012 15:00:00","2DY12 199 1 60BON 1",5.05853,3.98309,2012,6,56.16867,-170.594,152,251.0613,138,"2DY12_56.16867_-170.594_6/1/2012 15:00:00_505",1,299,"6/1/2012"
"3515","2DY12","72",1,"5/22/2012 2:51:00","2DY12 72 1 60BON 1",0,0,2012,5,55.9815,-162.9865,142,152.6579,86,"2DY12_55.9815_-162.9865_5/22/2012 2:51:00_505",0,299,"5/22/2012"
"3519","3MF93","50",1,"4/20/1993 9:15:00","3MF93 50 1 60BON 1",0,0,1993,4,53.95667,-168.47,110,433.29019,2099,"3MF93_53.95667_-168.47_4/20/1993 9:15:00_333",0,119,"4/20/1993"
"3520","3MF93","63",1,"4/21/1993 23:21:00","3MF93 63 1 60BON 1",0,0,1993,4,54.89,-168.25,111,422.43369,1962,"3MF93_54.89_-168.25_4/21/1993 23:21:00_333",0,119,"4/21/1993"
"3521","3MF93","65",1,"4/22/1993 1:25:00","3MF93 65 1 60BON 1",0,0,1993,4,54.95333,-168.07829,112,429.55408,1532,"3MF93_54.95333_-168.07829_4/22/1993 1:25:00_333",0,119,"4/22/1993"
"3522","6MF97","33",2,"5/7/1997 14:00:00","6MF97 33 2 60BON 1",0,0,1997,5,57.01733,-164.21851,127,129.60259,70,"6MF97_57.01733_-164.21851_5/7/1997 14:00:00_333",0,132,"5/7/1997"
"3524","2MF92","G020A",1,"4/17/1992 0:00:00","2MF92 G020A 1 60BON 1",0,0,1992,4,54.51667,-168.19501,107,146.35349,1645,"2MF92_54.51667_-168.19501_4/17/1992 0:00:00_333",0,36,"4/17/1992"
"3525","2MF92","G023A",1,"4/18/1992 3:10:00","2MF92 G023A 1 60BON 1",0,0,1992,4,54.27167,-168.9317,108,145.45636,2141,"2MF92_54.27167_-168.9317_4/18/1992 3:10:00_333",0,36,"4/18/1992"
"3526","3DY09","5",2,"5/9/2009 4:16:00","3DY09 5 2 60BON 1",0,0,2009,5,57.53183,-169.98866,129,143.94582,70,"3DY09_57.53183_-169.98866_5/9/2009 4:16:00_505",0,189,"5/9/2009"
"3527","DY14-06","123",1,"5/29/2014 12:45:00","DY14-06 123 1 60BON 1",0,0,2014,5,56.8047,-166.8013,149,134.68089,81,"DY14-06_56.8047_-166.8013_5/29/2014 12:45:00_505",0,301,"5/29/2014"
"3531","3DY08","3",2,"5/13/2008 5:29:00","3DY08 3 2 60BON 1",0,0,2008,5,54.44316,-166.99783,133,686.09082,508,"3DY08_54.44316_-166.99783_5/13/2008 5:29:00_335",0,231,"5/13/2008"
"3532","2DY12","160",1,"5/30/2012 1:20:00","2DY12 160 1 60BON 1",0,0,2012,5,56.5125,-170.432,150,244.6273,113,"2DY12_56.5125_-170.432_5/30/2012 1:20:00_505",0,299,"5/30/2012"
"3533","1AK10","18",2,"6/25/2010 3:03:00","1AK10 18 2 60BON 1",0,0,2010,6,57.30933,-167.71651,176,125.41505,71,"1AK10_57.30933_-167.71651_6/25/2010 3:03:00_333",0,240,"6/25/2010"
"3534","1AK10","7",2,"6/13/2010 2:22:00","1AK10 7 2 60BON 1",0,0,2010,6,55.98417,-162.879,164,114.50153,47,"1AK10_55.98417_-162.879_6/13/2010 2:22:00_333",0,240,"6/13/2010"
"3535","1AK10","9",2,"6/15/2010 2:25:00","1AK10 9 2 60BON 1",0,0,2010,6,58.352,-163.99434,166,81.77986,37,"1AK10_58.352_-163.99434_6/15/2010 2:25:00_333",0,240,"6/15/2010"
"3536","1AR06","1",1,"7/10/2006 4:15:00","1AR06 1 1 60BON 1",0,0,2006,7,56.66717,-168.31784,191,111.70358,103,"1AR06_56.66717_-168.31784_7/10/2006 4:15:00_333",0,267,"7/10/2006"
"3537","2DY12","126",1,"5/25/2012 23:46:00","2DY12 126 1 60BON 1",0,0,2012,5,56.56683,-167.5537,145,238.7585,108,"2DY12_56.56683_-167.5537_5/25/2012 23:46:00_505",0,299,"5/25/2012"
"3538","5MF05","71",2,"5/17/2005 7:44:00","5MF05 71 2 60BON 1",56.29152,58.03249,2005,5,55.387,-164.90883,137,137.85381,107,"5MF05_55.387_-164.90883_5/17/2005 7:44:00_505",8,148,"5/17/2005"
"3539","1AR07","9",2,"6/18/2007 4:19:00","1AR07 9 2 60BON 1",0,0,2007,6,57.022,-163.49583,169,90.37374,62,"1AR07_57.022_-163.49583_6/18/2007 4:19:00_333",0,279,"6/18/2007"
"3544","5MF05","60",3,"5/16/2005 8:16:00","5MF05 60 3 60BON 1",0,0,2005,5,55.644,-163.168,136,93.01365,67,"5MF05_55.644_-163.168_5/16/2005 8:16:00_505",0,148,"5/16/2005"
"3545","DY14-06","100",1,"5/28/2014 0:50:00","DY14-06 100 1 60BON 1",0,0,2014,5,56.629,-164.6227,148,115.36723,75,"DY14-06_56.629_-164.6227_5/28/2014 0:50:00_505",0,301,"5/28/2014"
"3548","5MF05","85",2,"5/17/2005 21:11:00","5MF05 85 2 60BON 1",0,0,2005,5,54.82417,-164.88483,137,100.29088,72,"5MF05_54.82417_-164.88483_5/17/2005 21:11:00_505",0,148,"5/17/2005"
"3549","3MF79","G032A",2,"6/19/1979 10:29:00","3MF79 G032A 2 60BON 1",0,0,1979,6,55.955,-166.7433,170,171.31789,129,"3MF79_55.955_-166.7433_6/19/1979 10:29:00_505",0,85,"6/19/1979"
"3550","3MF79","G036A",2,"6/20/1979 8:54:00","3MF79 G036A 2 60BON 1",0,0,1979,6,55.475,-167.7883,171,186.30856,139,"3MF79_55.475_-167.7883_6/20/1979 8:54:00_505",0,85,"6/20/1979"
"3551","DY14-06","182",1,"6/3/2014 19:08:00","DY14-06 182 1 60BON 1",0,0,2014,6,57.0537,-171.4553,154,178.9683,108,"DY14-06_57.0537_-171.4553_6/3/2014 19:08:00_505",0,301,"6/3/2014"
"3552","DY14-06","111",1,"5/28/2014 18:24:00","DY14-06 111 1 60BON 1",0,0,2014,5,56.1238,-167.1177,148,181.808,130,"DY14-06_56.1238_-167.1177_5/28/2014 18:24:00_505",0,301,"5/28/2014"
"3553","3MF79","G051A",2,"6/25/1979 8:11:00","3MF79 G051A 2 60BON 1",0,0,1979,6,56.16167,-170.02831,176,181.60422,118,"3MF79_56.16167_-170.02831_6/25/1979 8:11:00_505",0,85,"6/25/1979"
"3555","2DY10","46",2,"5/10/2010 16:20:00","2DY10 46 2 60BON 2",0,0,2010,5,55.74217,-163.7625,130,184.09842,95,"2DY10_55.74217_-163.7625_5/10/2010 16:20:00_500",0,240,"5/10/2010"
"3560","2DY12","28",1,"5/19/2012 3:00:00","2DY12 28 1 60BON 1",0,0,2012,5,56.49,-165.9823,139,175.1167,89,"2DY12_56.49_-165.9823_5/19/2012 3:00:00_505",0,299,"5/19/2012"
"3564","1MF99","24",1,"4/15/1999 22:41:00","1MF99 24 1 60BON 1",0,0,1999,4,56.16167,-165.16721,105,137.62624,95,"1MF99_56.16167_-165.16721_4/15/1999 22:41:00_505",0,84,"4/15/1999"
"3574","1MP91","G042A",1,"4/19/1991 19:30:00","1MP91 G042A 1 60BON 1",0,0,1991,4,56.1,-165.2833,109,91.39446,93,"1MP91_56.1_-165.2833_4/19/1991 19:30:00_333",0,75,"4/19/1991"
"3575","1MP91","G059A",1,"4/22/1991 7:30:00","1MP91 G059A 1 60BON 1",0,0,1991,4,56.55,-167.3,112,92.65849,103,"1MP91_56.55_-167.3_4/22/1991 7:30:00_333",0,75,"4/22/1991"
"3576","1MP91","G070A",1,"4/24/1991 0:10:00","1MP91 G070A 1 60BON 1",0,0,1991,4,55.29167,-170,114,193.56073,2068,"1MP91_55.29167_-170_4/24/1991 0:10:00_333",0,75,"4/24/1991"
"3577","1MP91","G076A",1,"4/24/1991 21:35:00","1MP91 G076A 1 60BON 1",0,0,1991,4,56.95,-169.25,114,64.32541,72,"1MP91_56.95_-169.25_4/24/1991 21:35:00_333",0,75,"4/24/1991"
"3578","1MP91","G135A",1,"5/7/1991 18:00:00","1MP91 G135A 1 60BON 1",0,0,1991,5,54.16667,-169.46671,127,220.27831,2013,"1MP91_54.16667_-169.46671_5/7/1991 18:00:00_333",0,75,"5/7/1991"
"3580","2MF98","23",1,"4/11/1998 20:19:00","2MF98 23 1 60BON 1",0,0,1998,4,54.92117,-165.48019,101,255.41158,129,"2MF98_54.92117_-165.48019_4/11/1998 20:19:00_505",0,16,"4/11/1998"
"3581","2MF98","25",1,"4/12/1998 0:48:00","2MF98 25 1 60BON 1",0,0,1998,4,54.59,-165.6573,102,532.6582,348,"2MF98_54.59_-165.6573_4/12/1998 0:48:00_505",0,16,"4/12/1998"
"3584","3MF06","44",2,"5/14/2006 15:27:00","3MF06 44 2 60BON 1",0,0,2006,5,55.27017,-165.32201,134,174.48491,113,"3MF06_55.27017_-165.32201_5/14/2006 15:27:00_505",0,267,"5/14/2006"
"3585","4MF03","52",2,"5/23/2003 14:03:00","4MF03 52 2 60BON 1",8.40628,8.84871,2003,5,55.16667,-164.71001,143,226.02162,102,"4MF03_55.16667_-164.71001_5/23/2003 14:03:00_505",2,88,"5/23/2003"
"3586","1GP99","17",1,"7/15/1999 22:26:00","1GP99 17 1 60BON 1",7.65666,8.5074,1999,7,55.3735,-164.6583,196,117.54466,110,"1GP99_55.3735_-164.6583_7/15/1999 22:26:00_333",1,84,"7/15/1999"
"3587","1GP99","18",2,"7/16/1999 0:45:00","1GP99 18 2 60BON 1",9.42325,9.91921,1999,7,55.49317,-164.8607,197,100.81451,110,"1GP99_55.49317_-164.8607_7/16/1999 0:45:00_333",1,84,"7/16/1999"
"3588","3DY08","32",2,"5/16/2008 18:02:00","3DY08 32 2 60BON 1",5.27825,9.77453,2008,5,55.7625,-162.77933,136,102.30668,61,"3DY08_55.7625_-162.77933_5/16/2008 18:02:00_335",1,231,"5/16/2008"
"3589","4MF94","35",1,"4/18/1994 15:10:00","4MF94 35 1 60BON 1",0,0,1994,4,54.38333,-168.8967,108,258.76389,1790,"4MF94_54.38333_-168.8967_4/18/1994 15:10:00_333",0,145,"4/18/1994"
"3590","4MF94","37",1,"4/18/1994 19:21:00","4MF94 37 1 60BON 1",0,0,1994,4,54.29,-168.3183,108,312.1301,1699,"4MF94_54.29_-168.3183_4/18/1994 19:21:00_333",0,145,"4/18/1994"
"3591","4MF94","50",1,"4/20/1994 0:32:00","4MF94 50 1 60BON 1",0,0,1994,4,54.07,-168.10831,110,292.9389,2051,"4MF94_54.07_-168.10831_4/20/1994 0:32:00_333",0,145,"4/20/1994"
"3592","4WE97","94",2,"7/9/1997 8:17:00","4WE97 94 2 60BON 1",0,0,1997,7,56.639,-169.59683,190,136.89552,72,"4WE97_56.639_-169.59683_7/9/1997 8:17:00_333",0,132,"7/9/1997"
"3594","4WE97","10",3,"7/2/1997 17:41:00","4WE97 10 3 60BON 1",0,0,1997,7,55.11133,-168.47617,183,328.45578,1800,"4WE97_55.11133_-168.47617_7/2/1997 17:41:00_333",0,132,"7/2/1997"
"3595","4MF07","6",2,"5/8/2007 21:57:00","4MF07 6 2 60BON 1",0,0,2007,5,55.29133,-169.7385,128,397.07391,2401,"4MF07_55.29133_-169.7385_5/8/2007 21:57:00_505",0,279,"5/8/2007"
"3596","4WE97","13",2,"7/3/1997 0:08:00","4WE97 13 2 60BON 2",0,0,1997,7,55.43067,-168.07401,184,318.69544,210,"4WE97_55.43067_-168.07401_7/3/1997 0:08:00_333",0,132,"7/3/1997"
"3597","DY15-04","10",2,"4/28/2015 0:48:00","DY15-04 10 2 60BON 1",0,0,2015,4,55.0415,-165.1118,118,227.104,113,"DY15-04_55.0415_-165.1118_4/28/2015 0:48:00_505",0,93,"4/28/2015"
"3598","DY15-04","12",2,"4/28/2015 3:08:00","DY15-04 12 2 60BON 1",0,0,2015,4,54.9255,-165.4877,118,217.508,126,"DY15-04_54.9255_-165.4877_4/28/2015 3:08:00_505",0,93,"4/28/2015"
"3599","DY15-04","18",2,"4/28/2015 12:09:00","DY15-04 18 2 60BON 1",0,0,2015,4,54.4773,-166.0245,118,481.734,531,"DY15-04_54.4773_-166.0245_4/28/2015 12:09:00_505",0,93,"4/28/2015"
"3600","DY15-04","15",2,"4/28/2015 6:54:00","DY15-04 15 2 60BON 1",5.0623,2.41062,2015,4,54.7512,-166.0655,118,414.831,220,"DY15-04_54.7512_-166.0655_4/28/2015 6:54:00_505",1,93,"4/28/2015"
"3601","4MF94","152",1,"4/29/1994 18:39:00","4MF94 152 1 60BON 1",0,0,1994,4,53.635,-167.30499,119,100.4463,83,"4MF94_53.635_-167.30499_4/29/1994 18:39:00_333",0,145,"4/29/1994"
"3602","4WE97","21",2,"7/3/1997 13:40:00","4WE97 21 2 60BON 1",0,0,1997,7,55.914,-166.16116,184,105.90225,130,"4WE97_55.914_-166.16116_7/3/1997 13:40:00_333",0,132,"7/3/1997"
"3603","4WE97","29",3,"7/4/1997 3:38:00","4WE97 29 3 60BON 1",0,0,1997,7,56.87433,-164.05,185,94.20369,72,"4WE97_56.87433_-164.05_7/4/1997 3:38:00_333",0,132,"7/4/1997"
"3604","4MF94","14",1,"4/16/1994 22:03:00","4MF94 14 1 60BON 1",0,0,1994,4,55.28167,-168.8017,106,294.60941,2116,"4MF94_55.28167_-168.8017_4/16/1994 22:03:00_333",0,145,"4/16/1994"
"3605","4MF94","140",1,"4/27/1994 21:14:00","4MF94 140 1 60BON 1",0,0,1994,4,54.67667,-164.9117,117,79.54008,59,"4MF94_54.67667_-164.9117_4/27/1994 21:14:00_333",0,145,"4/27/1994"
"3606","4MF07","92",1,"5/18/2007 2:56:00","4MF07 92 1 60BON 1",0,0,2007,5,54.33017,-167.37433,138,639.17206,800,"4MF07_54.33017_-167.37433_5/18/2007 2:56:00_505",0,279,"5/18/2007"
"3607","4MF07","13",2,"5/9/2007 20:21:00","4MF07 13 2 60BON 1",0,0,2007,5,55.9945,-168.472,129,272.93707,211,"4MF07_55.9945_-168.472_5/9/2007 20:21:00_505",0,279,"5/9/2007"
"3608","4MF07","44",2,"5/12/2007 18:12:00","4MF07 44 2 60BON 1",0,0,2007,5,56.74967,-169.69817,132,98.47186,75,"4MF07_56.74967_-169.69817_5/12/2007 18:12:00_505",0,279,"5/12/2007"
"3609","4MF07","45",2,"5/12/2007 20:14:00","4MF07 45 2 60BON 1",0,0,2007,5,56.8645,-169.32417,132,104.91843,76,"4MF07_56.8645_-169.32417_5/12/2007 20:14:00_505",0,279,"5/12/2007"
"3610","4MF07","19",2,"5/10/2007 7:42:00","4MF07 19 2 60BON 1",0,0,2007,5,56.09433,-169.05,130,312.89008,437,"4MF07_56.09433_-169.05_5/10/2007 7:42:00_505",0,279,"5/10/2007"
"3611","4WE97","68",2,"7/7/1997 0:45:00","4WE97 68 2 60BON 1",0,0,1997,7,56.6965,-170.61983,188,165.38184,111,"4WE97_56.6965_-170.61983_7/7/1997 0:45:00_333",0,132,"7/7/1997"
"3612","DY15-04","19",1,"4/28/2015 13:32:00","DY15-04 19 1 60BON 1",14.79983,4.93328,2015,4,54.3593,-165.9292,118,608.115,466,"DY15-04_54.3593_-165.9292_4/28/2015 13:32:00_505",3,93,"4/28/2015"
"3617","DY14-06","238",1,"6/7/2014 15:34:00","DY14-06 238 1 60BON 1",24.24642,21.84362,2014,6,56.7107,-171.6007,158,183.11985,118,"DY14-06_56.7107_-171.6007_6/7/2014 15:34:00_505",4,301,"6/7/2014"
"3619","DY14-06","125",1,"5/29/2014 15:44:00","DY14-06 125 1 60BON 1",0,0,2014,5,56.5663,-167.5545,149,220.2171,108,"DY14-06_56.5663_-167.5545_5/29/2014 15:44:00_505",0,301,"5/29/2014"
"3620","DY14-06","126",1,"5/29/2014 17:24:00","DY14-06 126 1 60BON 1",0,0,2014,5,56.4482,-167.9348,149,227.85932,127,"DY14-06_56.4482_-167.9348_5/29/2014 17:24:00_505",0,301,"5/29/2014"
"3621","DY14-06","189",1,"6/4/2014 6:08:00","DY14-06 189 1 60BON 1",0,0,2014,6,57.986,-169.4735,155,104.28631,70,"DY14-06_57.986_-169.4735_6/4/2014 6:08:00_505",0,301,"6/4/2014"
"3622","DY14-06","167",1,"6/2/2014 21:14:00","DY14-06 167 1 60BON 1",0,0,2014,6,56.7312,-170.6483,153,170.35299,111,"DY14-06_56.7312_-170.6483_6/2/2014 21:14:00_505",0,301,"6/2/2014"
"3623","DY15-04","14",2,"4/28/2015 5:25:00","DY15-04 14 2 60BON 1",4.90734,3.14573,2015,4,54.8088,-165.8727,118,317.891,165,"DY15-04_54.8088_-165.8727_4/28/2015 5:25:00_505",1,93,"4/28/2015"
