"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","Link_ID","temperature","salinity","CTD_date","CTD_link"
"488",1867,"DY15-04",49,2,"2015-05-03 15:50","DY15-04 49 2 60BON 1",187.96138,303.16351,2015,5,58.0468,-169.668,123,131.942,72,"DY15-04_58.0468_-169.668_2015-05-03 15:50_505",40,160,"5/3/2015",221437,"DY15-04_49_2",0.0425454545454545,31.5926454545455,"5/3/2015","DY15-04_49_2"
"489",1868,"DY15-04",51,2,"2015-05-03 19:17","DY15-04 51 2 60BON 1",74.47409,112.83953,2015,5,58.2212,-170.0862,123,124.07,74,"DY15-04_58.2212_-170.0862_2015-05-03 19:17_505",14,160,"5/3/2015",221437,"DY15-04_51_2",-0.852381818181818,31.0675727272727,"5/3/2015","DY15-04_51_2"
"491",1878,"4MF03",34,2,"2003-05-20 19:25","4MF03 34 2 60BON 1",19.31203,28.40005,2003,5,56.57983,-161.01016,140,140.84483,71,"4MF03_56.57983_-161.01016_2003-05-20 19:25_505",4,125,"5/20/2003",255366,"4MF03_34_2",4.0945,31.4860333333333,"5/20/2003","4MF03_34_2"
"492",1879,"4MF03",44,2,"2003-05-22 22:18","4MF03 44 2 60BON 1",0,0,2003,5,56.225,-162.20334,142,133.46036,78,"4MF03_56.225_-162.20334_2003-05-22 22:18_505",0,125,"5/22/2003",255366,"4MF03_44_2",5.47546,31.67023,"5/22/2003","4MF03_44_2"
"493",1880,"4MF03",47,1,"2003-05-23 4:01","4MF03 47 1 60BON 1",0,0,2003,5,55.86666,-163.37167,143,192.70439,88,"4MF03_55.86666_-163.37167_2003-05-23 4:01_505",0,125,"5/23/2003",255366,"4MF03_47_1",5.97081818181818,31.4843363636364,"5/23/2003","4MF03_47_1"
"494",1910,"1DY11",32,5,"2011-05-23 13:26","1DY11 32 5 60BON 1",193.4931,293.17136,2011,5,57.83317,-168.88567,143,133.028,73,"1DY11_57.83317_-168.88567_2011-05-23 13:26_333",39,208,"5/23/2011",232110,"1DY11_32_5",-0.218581818181818,31.2821454545455,"5/23/2011","1DY11_32_5"
"495",1913,"DY14-06",62,1,"2014-05-25 13:21","DY14-06 62 1 60BON 1",0,0,2014,5,56.762,-163.2413,145,96.15214,73,"DY14-06_56.762_-163.2413_2014-05-25 13:21_505",0,521,"5/25/2014",228355,"DY14-06_62_1",5.14037272727273,32.0459727272727,"5/25/2014","DY14-06_62_1"
"497",1917,"1DY11",11,5,"2011-05-21 23:02","1DY11 11 5 60BON 1",11.80796,18.16609,2011,5,59.91367,-171.69966,141,110.09525,71,"1DY11_59.91367_-171.69966_2011-05-21 23:02_333",2,208,"5/21/2011",232110,"1DY11_11_5",-0.292609090909091,30.8051727272727,"5/21/2011","1DY11_11_5"
"500",1920,"1MF99",32,1,"1999-04-16 11:30","1MF99 32 1 60BON 1",0,0,1999,4,55.9255,-165.9362,106,180.60895,120,"1MF99_55.9255_-165.9362_1999-04-16 11:30_505",0,112,"4/16/1999",246131,"1MF99_32_1",1.86855,32.08235,"4/16/1999","1MF99_32_1"
"501",1921,"1MF99",33,1,"1999-04-16 13:07","1MF99 33 1 60BON 1",0,0,1999,4,55.80717,-166.317,106,175.13767,130,"1MF99_55.80717_-166.317_1999-04-16 13:07_505",0,112,"4/16/1999",246131,"1MF99_33_1",2.18579,32.21338,"4/16/1999","1MF99_33_1"
"503",1947,"DY14-06",227,1,"2014-06-06 16:52","DY14-06 227 1 60BON 1",0,0,2014,6,58.8275,-172.3052,157,165.4017,100,"DY14-06_58.8275_-172.3052_2014-06-06 16:52_505",0,521,"6/6/2014",228355,"DY14-06_227_1",3.98242727272727,31.7637636363636,"6/6/2014","DY14-06_227_1"
"505",1951,"1DY12",60,1,"2012-05-05 8:36","1DY12 60 1 60BON 1",0,0,2012,5,55.81133,-166.3248,125,298.2454,128,"1DY12_55.81133_-166.3248_2012-05-05 8:36_505",0,429,"5/5/2012",234044,"1DY12_60_1",1.54815454545455,32.0328454545455,"5/5/2012","1DY12_60_1"
"506",1952,"DY14-06",44,1,"2014-05-24 8:51","DY14-06 44 1 60BON 1",18.22798,46.73841,2014,5,55.3037,-163.3367,144,85.58272,49,"DY14-06_55.3037_-163.3367_2014-05-24 8:51_505",4,521,"5/24/2014",228355,"DY14-06_44_1",5.33461818181818,31.1978818181818,"5/24/2014","DY14-06_44_1"
"507",1954,"DY14-06",21,1,"2014-05-22 17:05","DY14-06 21 1 60BON 1",0,0,2014,5,55.053,-165.1058,142,208.51765,112,"DY14-06_55.053_-165.1058_2014-05-22 17:05_505",0,521,"5/22/2014",228355,"DY14-06_21_1",5.98436363636364,31.4626727272727,"5/22/2014","DY14-06_21_1"
"508",1955,"DY14-06",210,1,"2014-06-05 14:08","DY14-06 210 1 60BON 1",0,0,2014,6,57.9288,-172.3443,156,188.19061,107,"DY14-06_57.9288_-172.3443_2014-06-05 14:08_505",0,521,"6/5/2014",228355,"DY14-06_210_1",5.34034545454545,32.4009727272727,"6/5/2014","DY14-06_210_1"
"509",1973,"DY14-06",194,1,"2014-06-04 13:31","DY14-06 194 1 60BON 1",0,0,2014,6,57.7307,-171.1682,155,185.80091,92,"DY14-06_57.7307_-171.1682_2014-06-04 13:31_505",0,521,"6/4/2014",228355,"DY14-06_194_1",5.37876363636364,32.3392,"6/4/2014","DY14-06_194_1"
"510",1982,"1DY12",13,2,"2012-04-29 18:44","1DY12 13 2 60BON 1",0,0,2012,4,54.44683,-164.9885,119,84.8459,48,"1DY12_54.44683_-164.9885_2012-04-29 18:44_505",0,429,"4/29/2012",234044,"1DY12_13_2",1.37382727272727,31.7460909090909,"4/29/2012","1DY12_13_2"
"511",1983,"DY14-06",53,1,"2014-05-24 23:47","DY14-06 53 1 60BON 1",0,0,2014,5,55.8647,-163.3723,144,165.97919,91,"DY14-06_55.8647_-163.3723_2014-05-24 23:47_505",0,521,"5/24/2014",228355,"DY14-06_53_1",5.86094545454545,31.4651454545455,"5/24/2014","DY14-06_53_1"
"512",1988,"DY14-06",222,1,"2014-06-06 8:10","DY14-06 222 1 60BON 1",56.78546,74.71771,2014,6,58.845,-171.348,157,133.83707,86,"DY14-06_58.845_-171.348_2014-06-06 8:10_505",10,521,"6/6/2014",228355,"DY14-06_222_1",3.36520909090909,31.4309181818182,"6/6/2014","DY14-06_222_1"
"513",1990,"1TT06",47,2,"2006-04-24 18:55","1TT06 47 2 60BON 1",35.30751,47.07668,2006,4,58.39267,-171.0125,114,148.69359,85,"1TT06_58.39267_-171.0125_2006-04-24 18:55_333",7,442,"4/24/2006",242629,"1TT06_47_2",-1.37405,31.93942,"4/24/2006","1TT06_47_2"
"514",1994,"DY14-06",39,1,"2014-05-24 0:35","DY14-06 39 1 60BON 1",0,0,2014,5,56.064,-164.571,144,141.69056,93,"DY14-06_56.064_-164.571_2014-05-24 0:35_505",0,521,"5/24/2014",228355,"DY14-06_39_1",5.80984545454545,31.5091181818182,"5/24/2014","DY14-06_39_1"
"515",1995,"DY14-06",78,1,"2014-05-26 13:22","DY14-06 78 1 60BON 1",0,0,2014,5,56.6818,-161.6327,146,111.44801,83,"DY14-06_56.6818_-161.6327_2014-05-26 13:22_505",0,521,"5/26/2014",228355,"DY14-06_78_1",6.13231818181818,31.8869454545455,"5/26/2014","DY14-06_78_1"
"516",1999,"1TT06",59,2,"2006-04-28 13:25","1TT06 59 2 60BON 1",142.29254,146.69334,2006,4,58.16917,-172.37117,118,163.60661,107,"1TT06_58.16917_-172.37117_2006-04-28 13:25_333",24,442,"4/28/2006",242629,"1TT06_59_2",0.881745454545454,32.2878090909091,"4/28/2006","1TT06_59_2"
"517",2008,"DY13-05",30,2,"2013-05-05 12:25","DY13-05 30 2 60BON 1",26.41877,40.02844,2013,5,57.0163,-164.2143,125,124.9112,70,"DY13-05_57.0163_-164.2143_2013-05-05 12:25_500",5,63,"5/5/2013",234526,"DY13-05_30_2",-1.16114545454545,31.4240545454545,"5/5/2013","DY13-05_30_2"
"518",2030,"DY13-05",33,10,"2013-05-07 1:13","DY13-05 33 10 60BON 1",74.87919,115.19875,2013,5,57.8643,-168.8863,127,112.84845,72,"DY13-05_57.8643_-168.8863_2013-05-07 1:13_500",13,63,"5/7/2013",234526,"DY13-05_33_10",-1.15852727272727,31.5539272727273,"5/7/2013","DY13-05_33_10"
"519",2031,"DY13-05",35,2,"2013-05-07 5:55","DY13-05 35 2 60BON 1",38.09272,59.51988,2013,5,58.0607,-168.7283,127,151.20998,71,"DY13-05_58.0607_-168.7283_2013-05-07 5:55_500",9,63,"5/7/2013",234526,"DY13-05_35_2",-1.09533636363636,31.3915818181818,"5/7/2013","DY13-05_35_2"
"520",2032,"DY13-05",18,2,"2013-05-04 8:10","DY13-05 18 2 60BON 1",4.10206,3.41838,2013,5,54.9333,-165.4812,124,292.53595,125,"DY13-05_54.9333_-165.4812_2013-05-04 8:10_500",1,63,"5/4/2013",234526,"DY13-05_18_2",2.83948,31.78556,"5/4/2013","DY13-05_18_2"
"521",2035,"6MF97",21,2,"1997-05-06 13:15","6MF97 21 2 60BON 1",6.88254,6.09074,1997,5,55.92233,-166.16034,126,164.18358,124,"6MF97_55.92233_-166.16034_1997-05-06 13:15_333",1,132,"5/6/1997",247943,"6MF97_21_2",3.56049166666667,31.95315,"5/6/1997","6MF97_21_2"
"522",2049,"DY13-05",41,2,"2013-05-08 0:53","DY13-05 41 2 60BON 1",52.46564,79.49339,2013,5,57.509,-167.9878,128,113.21696,72,"DY13-05_57.509_-167.9878_2013-05-08 0:53_500",9,63,"5/8/2013",234526,"DY13-05_41_2",-0.69893,31.27517,"5/8/2013","DY13-05_41_2"
"523",2074,"4MF03",48,2,"2003-05-23 6:07","4MF03 48 2 60BON 1",0,0,2003,5,55.64667,-163.16499,143,151.84868,66,"4MF03_55.64667_-163.16499_2003-05-23 6:07_505",0,125,"5/23/2003",255366,"4MF03_48_2",5.48923,31.52203,"5/23/2003","4MF03_48_2"
"524",2075,"4MF03",22,2,"2003-05-19 21:14","4MF03 22 2 60BON 1",0,0,2003,5,55.76383,-162.75867,139,97.16254,59,"4MF03_55.76383_-162.75867_2003-05-19 21:14_505",0,125,"5/19/2003",255366,"4MF03_22_2",4.89164,31.45013,"5/19/2003","4MF03_22_2"
"526",2085,"3DY09",30,2,"2009-05-12 14:01","3DY09 30 2 60BON 1",350.19365,833.7944,2009,5,56.1225,-161.59033,132,104.34227,53,"3DY09_56.1225_-161.59033_2009-05-12 14:01_505",87,311,"5/12/2009",225280,"3DY09_30_2",1.59748181818182,31.4014090909091,"5/12/2009","3DY09_30_2"
"527",2086,"DY14-06",185,1,"2014-06-04 0:08","DY14-06 185 1 60BON 1",0,0,2014,6,57.5085,-170.9538,155,160.50903,87,"DY14-06_57.5085_-170.9538_2014-06-04 0:08_505",0,521,"6/4/2014",228355,"DY14-06_185_1",5.47532727272727,32.2468545454545,"6/4/2014","DY14-06_185_1"
"528",2100,"4MF07",64,2,"2007-05-14 19:24","4MF07 64 2 60BON 1",36.91507,38.45319,2007,5,57.05033,-171.4605,134,130.02821,108,"4MF07_57.05033_-171.4605_2007-05-14 19:24_505",5,446,"5/14/2007",234261,"4MF07_64_2",1.70027272727273,32.0823272727273,"5/14/2007","4MF07_64_2"
"529",2102,"4MF07",47,2,"2007-05-13 0:07","4MF07 47 2 60BON 1",0,0,2007,5,57.1065,-168.58316,133,102.70188,79,"4MF07_57.1065_-168.58316_2007-05-13 0:07_505",0,446,"5/13/2007",234261,"4MF07_47_2",0.4242,31.8288818181818,"5/12/2007","4MF07_47_2"
"530",2106,"6MF97",29,2,"1997-05-07 5:17","6MF97 29 2 60BON 1",69.41317,106.78949,1997,5,56.8755,-164.05499,127,112.37061,74,"6MF97_56.8755_-164.05499_1997-05-07 5:17_333",12,132,"5/7/1997",247943,"6MF97_29_2",1.332125,31.238875,"5/7/1997","6MF97_29_2"
"531",2107,"2DY10",38,2,"2010-05-09 22:35","2DY10 38 2 60BON 2",5.46644,6.35633,2010,5,55.62767,-164.14766,129,157.3235,95,"2DY10_55.62767_-164.14766_2010-05-09 22:35_500",1,370,"5/9/2010",227957,"2DY10_38_2",1.76081818181818,31.5141090909091,"5/9/2010","2DY10_38_2"
"535",2134,"5MF05",136,1,"2005-05-20 6:01","5MF05 136 1 60BON 1",0,0,2005,5,55.35183,-166.84633,140,195.41002,138,"5MF05_55.35183_-166.84633_2005-05-20 6:01_505",0,283,"5/20/2005",249168,"5MF05_136_1",5.06628,31.95006,"5/20/2005","5MF05_136_1"
"536",2135,"5MF05",27,2,"2005-05-13 5:28","5MF05 27 2 60BON 1",12.64167,39.50523,2005,5,57.63367,-158.46733,133,75.93931,39,"5MF05_57.63367_-158.46733_2005-05-13 5:28_505",3,283,"5/13/2005",249168,"5MF05_27_2",3.39883,31.52473,"5/13/2005","5MF05_27_2"
"537",2141,"2DY10",96,2,"2010-05-17 1:03","2DY10 96 2 60BON 2",0,0,2010,5,55.76633,-168.24699,137,291.6199,137,"2DY10_55.76633_-168.24699_2010-05-17 1:03_500",0,370,"5/17/2010",227957,"2DY10_96_2",3.10314545454545,31.8664272727273,"5/17/2010","2DY10_96_2"
"538",2147,"5MF05",47,2,"2005-05-15 4:23","5MF05 47 2 60BON 1",0,0,2005,5,56.56233,-162.03799,135,117.01902,71,"5MF05_56.56233_-162.03799_2005-05-15 4:23_505",0,283,"5/15/2005",249168,"5MF05_47_2",5.83405,32.09866,"5/15/2005","5MF05_47_2"
"541",2170,"2DY08",3,2,"2008-05-07 17:39","2DY08 3 2 60BON 1",20.1159,27.93875,2008,5,56.7673,-164.3398,127,107.37773,76,"2DY08_56.7673_-164.3398_2008-05-07 17:39_333",3,331,"5/7/2008",227649,"2DY08_3_2",-0.769863636363636,31.6600181818182,"5/7/2008","2DY08_3_2"
"542",2181,"1MF99",2,1,"1999-04-14 4:19","1MF99 2 1 60BON 1",0,0,1999,4,54.92017,-165.43131,104,189.26941,129,"1MF99_54.92017_-165.43131_1999-04-14 4:19_505",0,112,"4/14/1999",246131,"1MF99_2_1",2.19293,32.16657,"4/14/1999","1MF99_2_1"
"543",2182,"1MF99",28,1,"1999-04-16 5:16","1MF99 28 1 60BON 1",0,0,1999,4,55.3865,-164.9207,106,137.31798,110,"1MF99_55.3865_-164.9207_1999-04-16 5:16_505",0,112,"4/16/1999",246131,"1MF99_28_1",2.07208,31.98488,"4/16/1999","1MF99_28_1"
"544",2184,"2DY10",55,4,"2010-05-11 12:40","2DY10 55 4 60BON 2",3234.38827,5216.75528,2010,5,55.7625,-162.77184,131,110.41346,62,"2DY10_55.7625_-162.77184_2010-05-11 12:40_500",576,370,"5/11/2010",227957,"2DY10_55_4",1.80237272727273,31.4793818181818,"5/11/2010","2DY10_55_4"
"546",2193,"2DY12",124,1,"2012-05-25 20:10","2DY12 124 1 60BON 1",112.9287,163.66478,2012,5,57.0095,-167.9897,145,195.5216,79,"2DY12_57.0095_-167.9897_2012-05-25 20:10_505",32,429,"5/25/2012",234044,"2DY12_124_1",0.184,31.1404181818182,"5/25/2012","2DY12_124_1"
"547",2199,"2MF98",12,1,"1998-04-10 2:16","2MF98 12 1 60BON 1",0,0,1998,4,55.30633,-163.343,100,80.16713,49,"2MF98_55.30633_-163.343_1998-04-10 2:16_505",0,16,"4/10/1998",244951,"2MF98_12_1",2.83562727272727,31.4975272727273,"4/10/1998","2MF98_12_1"
"551",2217,"2DY12",2,2,"2012-05-17 5:41","2DY12 2 2 60BON 1",0,0,2012,5,55.909,-166.9095,137,258.8831,135,"2DY12_55.909_-166.9095_2012-05-17 5:41_505",0,429,"5/17/2012",234044,"2DY12_2_2",1.69928181818182,32.1201545454545,"5/17/2012","2DY12_2_2"
"552",2218,"2DY12",45,1,"2012-05-20 1:26","2DY12 45 1 60BON 1",5.69545,6.70053,2012,5,55.62733,-164.1465,140,149.2419,95,"2DY12_55.62733_-164.1465_2012-05-20 1:26_505",1,429,"5/20/2012",234044,"2DY12_45_1",2.02645454545455,31.9484727272727,"5/20/2012","2DY12_45_1"
"553",2220,"2DY12",174,2,"2012-05-31 0:22","2DY12 174 2 60BON 1",40.71075,57.33909,2012,5,57.30017,-170.7275,151,174.4011,80,"2DY12_57.30017_-170.7275_2012-05-31 0:22_505",10,429,"5/31/2012",234044,"2DY12_174_2",0.481945454545455,31.6424454545455,"5/31/2012","2DY12_174_2"
"554",2221,"2DY12",15,1,"2012-05-18 4:26","2DY12 15 1 60BON 1",0,0,2012,5,55.49067,-165.509,138,229.3418,116,"2DY12_55.49067_-165.509_2012-05-18 4:26_505",0,429,"5/18/2012",234044,"2DY12_15_1",2.57780909090909,31.9875090909091,"5/18/2012","2DY12_15_1"
"555",2222,"DY14-05",29,2,"2014-05-10 5:28","DY14-05 29 2 60BON 2",0,0,2014,5,57.2593,-165.7518,130,114.65976,69,"DY14-05_57.2593_-165.7518_2014-05-10 5:28_505",0,521,"5/10/2014",228355,"DY14-05_29_2",2.86619090909091,32.1605090909091,"5/10/2014","DY14-05_29_2"
"556",2223,"2DY12",47,1,"2012-05-20 4:29","2DY12 47 1 60BON 1",0,0,2012,5,56.06767,-164.5722,140,192.1635,94,"2DY12_56.06767_-164.5722_2012-05-20 4:29_505",0,429,"5/20/2012",234044,"2DY12_47_1",1.87686363636364,31.917,"5/20/2012","2DY12_47_1"
"557",2224,"3MF02",49,2,"2002-05-17 13:26","3MF02 49 2 60BON 1",0,0,2002,5,56.32367,-162.80884,137,137.17658,83,"3MF02_56.32367_-162.80884_2002-05-17 13:26_505",0,236,"5/17/2002",255755,"3MF02_49_2",4.618,31.9691272727273,"5/17/2002","3MF02_49_2"
"560",2227,"2DY12",135,2,"2012-05-26 18:02","2DY12 135 2 60BON 1",231.7862,386.31033,2012,5,58.236,-168.7323,146,137.1954,71,"2DY12_58.236_-168.7323_2012-05-26 18:02_505",53,429,"5/26/2012",234044,"2DY12_135_2",-0.794954545454545,31.6095181818182,"5/26/2012","2DY12_135_2"
"561",2228,"2DY12",183,1,"2012-05-31 13:55","2DY12 183 1 60BON 1",207.44497,329.27773,2012,5,58.42567,-169.9222,151,139.6997,72,"2DY12_58.42567_-169.9222_2012-05-31 13:55_505",46,429,"5/31/2012",234044,"2DY12_183_1",0.372072727272727,31.6341636363636,"5/31/2012","2DY12_183_1"
"562",2229,"2DY12",109,1,"2012-05-24 15:39","2DY12 109 1 60BON 1",422.91636,899.82205,2012,5,57.12083,-162.0682,144,104.4651,58,"2DY12_57.12083_-162.0682_2012-05-24 15:39_505",94,429,"5/24/2012",234044,"2DY12_109_1",0.239972727272727,31.5176181818182,"5/24/2012","2DY12_109_1"
"563",2230,"2DY12",157,1,"2012-05-29 19:57","2DY12 157 1 60BON 1",3.94186,5.79686,2012,5,56.52983,-169.484,149,172.5072,77,"2DY12_56.52983_-169.484_2012-05-29 19:57_505",1,429,"5/29/2012",234044,"2DY12_157_1",0.644172727272727,31.6567454545455,"5/29/2012","2DY12_157_1"
"564",2234,"1TT06",63,2,"2006-04-30 5:47","1TT06 63 2 60BON 1",159.17112,137.21649,2006,4,58.5275,-173.49899,120,196.76936,125,"1TT06_58.5275_-173.49899_2006-04-30 5:47_333",27,442,"4/30/2006",242629,"1TT06_63_2",-0.55556,32.15667,"4/30/2006","1TT06_63_2"
"565",2239,"3DY09",13,2,"2009-05-09 19:05","3DY09 13 2 60BON 1",0,0,2009,5,56.63017,-170.0725,129,169.87241,98,"3DY09_56.63017_-170.0725_2009-05-09 19:05_505",0,311,"5/9/2009",225280,"3DY09_13_2",1.6043,31.9936818181818,"5/9/2009","3DY09_13_2"
"567",2244,"2DY12",6,1,"2012-05-17 12:24","2DY12 6 1 60BON 1",70.70325,83.1803,2012,5,56.58683,-166.5898,137,216.3974,95,"2DY12_56.58683_-166.5898_2012-05-17 12:24_505",18,429,"5/17/2012",234044,"2DY12_6_1",-0.533990909090909,31.5027909090909,"5/17/2012","2DY12_6_1"
"569",2247,"3MF06",2,3,"2006-05-09 11:03","3MF06 2 3 60BON 1",0,0,2006,5,53.39083,-168.44684,129,95.47478,68,"3MF06_53.39083_-168.44684_2006-05-09 11:03_505",0,442,"5/9/2006",242629,"3MF06_2_3",4.08162,32.67117,"5/9/2006","3MF06_2_3"
"570",2248,"3MF06",84,2,"2006-05-18 1:53","3MF06 84 2 60BON 2",262.89842,691.83794,2006,5,56.35833,-160.798,138,69.38041,47,"3MF06_56.35833_-160.798_2006-05-18 1:53_505",48,442,"5/18/2006",242629,"3MF06_84_2",2.83331818181818,31.4327636363636,"5/18/2006","3MF06_84_2"
"571",2249,"DY14-06",181,1,"2014-06-03 17:42","DY14-06 181 1 60BON 1",0,0,2014,6,57.1717,-171.09,154,162.32609,97,"DY14-06_57.1717_-171.09_2014-06-03 17:42_505",0,521,"6/3/2014",228355,"DY14-06_181_1",5.15078181818182,32.2169727272727,"6/3/2014","DY14-06_181_1"
"572",2252,"1TT06",104,2,"2006-05-09 10:28","1TT06 104 2 60BON 1",50.35689,78.68264,2006,5,57.451,-168.00284,129,114.38355,73,"1TT06_57.451_-168.00284_2006-05-09 10:28_333",9,442,"5/9/2006",242629,"1TT06_104_2",-0.350972727272727,31.6934090909091,"5/9/2006","1TT06_104_2"
"573",2254,"1TT06",108,2,"2006-05-09 19:13","1TT06 108 2 60BON 1",0,0,2006,5,56.62,-168.71066,129,169.54358,112,"1TT06_56.62_-168.71066_2006-05-09 19:13_333",0,442,"5/9/2006",242629,"1TT06_108_2",2.74456363636364,32.0598272727273,"5/9/2006","1TT06_108_2"
"574",2255,"1TT06",3,2,"2006-04-16 2:54","1TT06 3 2 60BON 1",0,0,2006,4,56.66516,-163.86316,106,247.31032,77,"1TT06_56.66516_-163.86316_2006-04-16 2:54_333",0,442,"4/16/2006",242629,"1TT06_3_2",1.45193636363636,31.9979272727273,"4/16/2006","1TT06_3_2"
"575",2256,"3MF02",44,3,"2002-05-17 3:14","3MF02 44 3 60BON 1",0,0,2002,5,55.62567,-164.14883,137,41.28794,98,"3MF02_55.62567_-164.14883_2002-05-17 3:14_505",0,236,"5/17/2002",255755,"3MF02_44_3",4.70303636363636,31.9086,"5/17/2002","3MF02_44_3"
"576",2258,"3MF02",65,3,"2002-05-19 15:33","3MF02 65 3 60BON 1",0,0,2002,5,55.60683,-165.13034,139,132.40149,110,"3MF02_55.60683_-165.13034_2002-05-19 15:33_505",0,236,"5/19/2002",255755,"3MF02_65_3",4.71407,31.65398,"5/19/2002","3MF02_65_3"
"578",2261,"DY14-06",110,1,"2014-05-28 16:48","DY14-06 110 1 60BON 1",0,0,2014,5,56.2415,-166.739,148,205.68248,115,"DY14-06_56.2415_-166.739_2014-05-28 16:48_505",0,521,"5/28/2014",228355,"DY14-06_110_1",6.09366363636364,31.7128545454545,"5/28/2014","DY14-06_110_1"
"579",2262,"DY14-06",115,1,"2014-05-29 0:50","DY14-06 115 1 60BON 1",0,0,2014,5,56.2295,-167.7167,149,206.34692,133,"DY14-06_56.2295_-167.7167_2014-05-29 0:50_505",0,521,"5/29/2014",228355,"DY14-06_115_1",6.16033636363636,31.8782909090909,"5/29/2014","DY14-06_115_1"
"580",2263,"7MF00",4,3,"2000-06-24 12:28","7MF00 4 3 60BON 1",0,0,2000,6,56.46333,-167.63333,175,264.45654,113,"7MF00_56.46333_-167.63333_2000-06-24 12:28_333",0,54,"6/24/2000",248451,"7MF00_4_3",6.67195454545455,31.5780454545455,"6/24/2000","7MF00_4_3"
"581",2266,"3DY09",37,2,"2009-05-13 4:14","3DY09 37 2 60BON 1",31.16468,164.02464,2009,5,55.543,-162.55833,133,48.77316,31,"3DY09_55.543_-162.55833_2009-05-13 4:14_505",8,311,"5/13/2009",225280,"3DY09_37_2",1.73201818181818,31.3289,"5/13/2009","3DY09_37_2"
"582",2268,"3DY09",40,2,"2009-05-13 10:38","3DY09 40 2 60BON 1",0,0,2009,5,55.86117,-163.37183,133,131.07831,91,"3DY09_55.86117_-163.37183_2009-05-13 10:38_505",0,311,"5/13/2009",225280,"3DY09_40_2",2.25117272727273,31.9430909090909,"5/13/2009","3DY09_40_2"
"583",2269,"DY14-05",41,2,"2014-05-10 19:56","DY14-05 41 2 60BON 1",4.78781,7.5997,2014,5,57.6517,-169.0227,130,131.58407,69,"DY14-05_57.6517_-169.0227_2014-05-10 19:56_505",1,521,"5/10/2014",228355,"DY14-05_41_2",2.77911818181818,32.4366636363636,"5/10/2014","DY14-05_41_2"
"584",2270,"DY14-06",136,1,"2014-05-30 14:26","DY14-06 136 1 60BON 1",0,0,2014,5,56.3102,-169.2655,150,361.2054,150,"DY14-06_56.3102_-169.2655_2014-05-30 14:26_505",0,521,"5/30/2014",228355,"DY14-06_136_1",5.65553636363636,31.8014636363636,"5/30/2014","DY14-06_136_1"
"585",2271,"6MF97",43,5,"1997-05-08 19:14","6MF97 43 5 60BON 1",5.30374,8.28709,1997,5,57.85584,-168.87717,128,120.66967,73,"6MF97_57.85584_-168.87717_1997-05-08 19:14_333",1,132,"5/8/1997",247943,"6MF97_43_5",-0.142358333333333,30.867175,"5/8/1997","6MF97_43_5"
"586",2276,"3DY09",10,2,"2009-05-09 14:05","3DY09 10 2 60BON 1",18.17257,33.6529,2009,5,57.08967,-169.54134,129,118.86047,64,"3DY09_57.08967_-169.54134_2009-05-09 14:05_505",4,311,"5/9/2009",225280,"3DY09_10_2",-0.716781818181818,31.6786,"5/9/2009","3DY09_10_2"
"587",2277,"3DY09",68,2,"2009-05-15 19:38","3DY09 68 2 60BON 1",0,0,2009,5,55.71033,-165.72934,135,144.81621,117,"3DY09_55.71033_-165.72934_2009-05-15 19:38_505",0,311,"5/15/2009",225280,"3DY09_68_2",2.36536363636364,31.8018727272727,"5/15/2009","3DY09_68_2"
"588",2278,"3DY09",7,2,"2009-05-09 7:44","3DY09 7 2 60BON 1",5.3121,7.81191,2009,5,57.28967,-170.72549,129,128.00969,79,"3DY09_57.28967_-170.72549_2009-05-09 7:44_505",1,311,"5/9/2009",225280,"3DY09_7_2",0.315118181818182,31.7294454545455,"5/9/2009","3DY09_7_2"
"589",2281,"3DY09",46,2,"2009-05-14 0:09","3DY09 46 2 60BON 1",0,0,2009,5,56.18517,-164.19316,134,114.2071,90,"3DY09_56.18517_-164.19316_2009-05-14 0:09_505",0,311,"5/14/2009",225280,"3DY09_46_2",1.86320909090909,31.7105,"5/14/2009","3DY09_46_2"
"590",2283,"DY14-06",149,1,"2014-06-01 14:06","DY14-06 149 1 60BON 1",0,0,2014,6,56.2915,-170.2152,152,229.00239,113,"DY14-06_56.2915_-170.2152_2014-06-01 14:06_505",0,521,"6/1/2014",228355,"DY14-06_149_1",5.34598181818182,31.9132636363636,"6/1/2014","DY14-06_149_1"
"591",2284,"6MF97",70,2,"1997-05-12 4:17","6MF97 70 2 60BON 1",0,0,1997,5,55.65633,-167.51767,132,183.50089,136,"6MF97_55.65633_-167.51767_1997-05-12 4:17_333",0,132,"5/12/1997",247943,"6MF97_70_2",3.85418333333333,32.0109,"5/12/1997","6MF97_70_2"
"592",2301,"1TT06",95,2,"2006-05-08 7:37","1TT06 95 2 60BON 1",0,0,2006,5,57.47633,-169.3495,128,85.875,73,"1TT06_57.47633_-169.3495_2006-05-08 7:37_333",0,442,"5/8/2006",242629,"1TT06_95_2",0.129990909090909,32.0707,"5/8/2006","1TT06_95_2"
"593",2315,"DY14-06",80,1,"2014-05-26 16:16","DY14-06 80 1 60BON 1",0,0,2014,5,57.0165,-161.4623,146,106.56488,72,"DY14-06_57.0165_-161.4623_2014-05-26 16:16_505",0,521,"5/26/2014",228355,"DY14-06_80_1",6.01374545454545,31.9666909090909,"5/26/2014","DY14-06_80_1"
