"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","Link_ID","temperature","salinity","CTD_date","CTD_link"
"969",3766,"2DY12",181,1,"2012-05-31 11:03","2DY12 181 1 60BON 1",213.71382,339.22829,2012,5,58.0865,-170.0758,151,135.6019,73,"2DY12_58.0865_-170.0758_2012-05-31 11:03_505",46,429,"5/31/2012",234044,"2DY12_181_1",-0.0384181818181818,31.7714818181818,"5/31/2012","2DY12_181_1"
"970",3767,"1DY12",46,1,"2012-05-03 21:10","1DY12 46 1 60BON 1",0,0,2012,5,54.01033,-166.587,123,252.7537,124,"1DY12_54.01033_-166.587_2012-05-03 21:10_505",0,429,"5/3/2012",234044,"1DY12_46_1",2.87051818181818,32.5019727272727,"5/3/2012","1DY12_46_1"
"971",3768,"1DY12",57,2,"2012-05-05 2:05","1DY12 57 2 60BON 1",0,0,2012,5,55.24967,-166.2638,125,266.6629,134,"1DY12_55.24967_-166.2638_2012-05-05 2:05_505",0,429,"5/5/2012",234044,"1DY12_57_2",1.88793636363636,31.8793363636364,"5/5/2012","1DY12_57_2"
"972",3769,"1DY12",59,1,"2012-05-05 6:46","1DY12 59 1 60BON 1",0,0,2012,5,55.68533,-166.6922,125,230.6786,133,"1DY12_55.68533_-166.6922_2012-05-05 6:46_505",0,429,"5/5/2012",234044,"1DY12_59_1",1.56230909090909,32.0885727272727,"5/5/2012","1DY12_59_1"
"973",3771,"2DY12",187,1,"2012-05-31 19:52","2DY12 187 1 60BON 1",1650.4514,2200.60186,2012,5,57.852,-170.8062,151,199.9453,84,"2DY12_57.852_-170.8062_2012-05-31 19:52_505",440,429,"5/31/2012",234044,"2DY12_187_1",0.6317,31.6613181818182,"5/31/2012","2DY12_187_1"
"974",3779,"2DY12",192,1,"2012-06-01 4:15","2DY12 192 1 60BON 1",0,0,2012,6,57.61133,-171.5355,152,204.6791,101,"2DY12_57.61133_-171.5355_2012-06-01 4:15_505",0,429,"6/1/2012",234044,"2DY12_192_1",1.2886,31.7031090909091,"6/1/2012","2DY12_192_1"
"975",3780,"DY14-06",158,1,"2014-06-02 4:19","DY14-06 158 1 60BON 1",0,0,2014,6,57.2272,-168.2067,153,149.56856,76,"DY14-06_57.2272_-168.2067_2014-06-02 4:19_505",0,521,"6/2/2014",228355,"DY14-06_158_1",5.20755454545455,32.0613636363636,"6/2/2014","DY14-06_158_1"
"977",3782,"7MF00",8,2,"2000-06-29 2:11","7MF00 8 2 60BON 1",0,0,2000,6,56.33317,-169.44566,180,125.74377,149,"7MF00_56.33317_-169.44566_2000-06-29 2:11_333",0,54,"6/29/2000",248451,"7MF00_8_2",8.06648181818182,31.6564090909091,"6/29/2000","7MF00_8_2"
"978",3791,"DY14-06",13,1,"2014-05-22 1:55","DY14-06 13 1 60BON 1",0,0,2014,5,55.8042,-166.3213,142,208.45466,127,"DY14-06_55.8042_-166.3213_2014-05-22 1:55_505",0,521,"5/22/2014",228355,"DY14-06_13_1",6.22469090909091,31.7109,"5/22/2014","DY14-06_13_1"
"979",3794,"DY14-06",137,1,"2014-05-30 16:06","DY14-06 137 1 60BON 1",0,0,2014,5,56.4317,-168.899,150,193.68434,112,"DY14-06_56.4317_-168.899_2014-05-30 16:06_505",0,521,"5/30/2014",228355,"DY14-06_137_1",5.40160909090909,31.8169545454545,"5/30/2014","DY14-06_137_1"
"980",3795,"DY14-05",55,2,"2014-05-11 17:40","DY14-05 55 2 60BON 1",171.96267,286.60445,2014,5,59.2485,-170.4183,131,101.18475,68,"DY14-05_59.2485_-170.4183_2014-05-11 17:40_505",29,521,"5/11/2014",228355,"DY14-05_55_2",-0.272709090909091,31.3819363636364,"5/11/2014","DY14-05_55_2"
"981",3800,"DY14-05",59,2,"2014-05-11 22:45","DY14-05 59 2 60BON 1",48.03007,73.89241,2014,5,59.7188,-171.1468,131,121.7987,72,"DY14-05_59.7188_-171.1468_2014-05-11 22:45_505",9,521,"5/11/2014",228355,"DY14-05_59_2",0.0412090909090909,31.2192090909091,"5/11/2014","DY14-05_59_2"
"982",3801,"DY14-06",173,1,"2014-06-03 6:44","DY14-06 173 1 60BON 2",0,0,2014,6,57.309,-169.763,154,98.52949,53,"DY14-06_57.309_-169.763_2014-06-03 6:44_505",0,521,"6/3/2014",228355,"DY14-06_173_1",4.27585454545455,32.1112454545455,"6/3/2014","DY14-06_173_1"
"983",3802,"DY14-05",64,2,"2014-05-12 6:46","DY14-05 64 2 60BON 1",0,0,2014,5,60.071,-172.0002,132,100.24889,64,"DY14-05_60.071_-172.0002_2014-05-12 6:46_505",0,521,"5/12/2014",228355,"DY14-05_64_2",-0.0625545454545455,31.2612636363636,"5/12/2014","DY14-05_64_2"
"984",3803,"DY14-05",7,2,"2014-05-07 21:48","DY14-05 7 2 60BON 1",4.23667,3.36244,2014,5,54.4242,-165.1518,127,297.40342,139,"DY14-05_54.4242_-165.1518_2014-05-07 21:48_505",1,521,"5/7/2014",228355,"DY14-05_7_2",4.76786363636364,31.6457545454545,"5/7/2014","DY14-05_7_2"
"985",3818,"6MF97",30,2,"1997-05-07 6:43","6MF97 30 2 60BON 1",11.79116,18.71612,1997,5,56.944,-163.82033,127,106.85975,71,"6MF97_56.944_-163.82033_1997-05-07 6:43_333",2,132,"5/7/1997",247943,"6MF97_30_2",1.30445,31.2398333333333,"5/7/1997","6MF97_30_2"
"986",3857,"5MF05",138,1,"2005-05-20 9:48","5MF05 138 1 60BON 1",0,0,2005,5,55.58983,-166.07651,140,170.41664,123,"5MF05_55.58983_-166.07651_2005-05-20 9:48_505",0,283,"5/20/2005",249168,"5MF05_138_1",5.10591,31.80628,"5/20/2005","5MF05_138_1"
"988",3867,"5MF05",25,2,"2005-05-13 1:43","5MF05 25 2 60BON 1",0,0,2005,5,57.29567,-158.62933,133,61.02092,41,"5MF05_57.29567_-158.62933_2005-05-13 1:43_505",0,283,"5/13/2005",249168,"5MF05_25_2",3.91589,31.29958,"5/13/2005","5MF05_25_2"
"989",3868,"5MF05",28,2,"2005-05-13 7:57","5MF05 28 2 60BON 1",0,0,2005,5,57.51733,-158.85617,133,62.07061,43,"5MF05_57.51733_-158.85617_2005-05-13 7:57_505",0,283,"5/13/2005",249168,"5MF05_28_2",3.35876,31.45425,"5/13/2005","5MF05_28_2"
"990",3869,"5MF05",4,3,"2005-05-10 10:39","5MF05 4 3 60BON 1",5.13923,12.5347,2005,5,54.461,-165.01199,130,79.77855,50,"5MF05_54.461_-165.01199_2005-05-10 10:39_505",1,283,"5/10/2005",249168,"5MF05_4_3",4.5129,31.53228,"5/10/2005","5MF05_4_3"
"991",3870,"5MF05",44,2,"2005-05-14 20:50","5MF05 44 2 60BON 1",17.71034,23.93289,2005,5,56.68033,-161.6355,134,125.3505,84,"5MF05_56.68033_-161.6355_2005-05-14 20:50_505",3,283,"5/14/2005",249168,"5MF05_44_2",5.52576,31.90322,"5/14/2005","5MF05_44_2"
"992",3876,"5MF05",57,2,"2005-05-16 2:19","5MF05 57 2 60BON 1",0,0,2005,5,56.19733,-163.19917,136,100.53966,85,"5MF05_56.19733_-163.19917_2005-05-16 2:19_505",0,283,"5/16/2005",249168,"5MF05_57_2",6.321,31.78965,"5/16/2005","5MF05_57_2"
"993",3878,"1MF99",21,1,"1999-04-15 17:25","1MF99 21 1 60BON 1",0,0,1999,4,55.50717,-164.5322,105,202.56125,104,"1MF99_55.50717_-164.5322_1999-04-15 17:25_505",0,112,"4/15/1999",246131,"1MF99_21_1",1.95219,31.85949,"4/15/1999","1MF99_21_1"
"994",3879,"1MF99",36,1,"1999-04-16 19:00","1MF99 36 1 60BON 1",0,0,1999,4,55.14717,-165.6873,106,179.27683,125,"1MF99_55.14717_-165.6873_1999-04-16 19:00_505",0,112,"4/16/1999",246131,"1MF99_36_1",2.35853,32.32705,"4/16/1999","1MF99_36_1"
"995",3901,"2DY12",144,1,"2012-05-27 16:04","2DY12 144 1 60BON 1",118.48638,169.26626,2012,5,56.98767,-168.9527,147,159.512,81,"2DY12_56.98767_-168.9527_2012-05-27 16:04_505",27,429,"5/27/2012",234044,"2DY12_144_1",0.394454545454545,31.2568454545455,"5/27/2012","2DY12_144_1"
"996",3903,"2DY12",128,1,"2012-05-26 3:06","2DY12 128 1 60BON 1",60.48861,61.0996,2012,5,56.67083,-168.1508,146,261.8675,106,"2DY12_56.67083_-168.1508_2012-05-26 3:06_505",16,429,"5/26/2012",234044,"2DY12_128_1",0.404227272727273,31.1407818181818,"5/26/2012","2DY12_128_1"
"997",3904,"2DY12",129,1,"2012-05-26 4:57","2DY12 129 1 60BON 1",167.37542,201.65713,2012,5,56.88683,-168.365,146,203.3154,92,"2DY12_56.88683_-168.365_2012-05-26 4:57_505",41,429,"5/26/2012",234044,"2DY12_129_1",0.105572727272727,31.2098181818182,"5/26/2012","2DY12_129_1"
"998",3905,"2DY12",170,1,"2012-05-30 17:29","2DY12 170 1 60BON 1",0,0,2012,5,57.19417,-170.1123,150,41.0364,27,"2DY12_57.19417_-170.1123_2012-05-30 17:29_505",0,429,"5/30/2012",234044,"2DY12_170_1",-0.0376636363636364,31.6414727272727,"5/30/2012","2DY12_170_1"
"1000",3907,"2DY12",198,1,"2012-06-01 13:26","2DY12 198 1 60BON 1",0,0,2012,6,56.39067,-170.8098,152,234.9003,124,"2DY12_56.39067_-170.8098_2012-06-01 13:26_505",0,429,"6/1/2012",234044,"2DY12_198_1",1.81306363636364,31.9871636363636,"6/1/2012","2DY12_198_1"
"1001",3908,"2DY12",46,1,"2012-05-20 2:55","2DY12 46 1 60BON 1",0,0,2012,5,55.84383,-164.3577,140,180.1208,95,"2DY12_55.84383_-164.3577_2012-05-20 2:55_505",0,429,"5/20/2012",234044,"2DY12_46_1",2.04135454545455,31.9595818181818,"5/20/2012","2DY12_46_1"
"1002",3909,"2DY12",7,1,"2012-05-17 14:11","2DY12 7 1 60BON 1",0,0,2012,5,56.36617,-166.3628,137,194.6909,103,"2DY12_56.36617_-166.3628_2012-05-17 14:11_505",0,429,"5/17/2012",234044,"2DY12_7_1",0.750945454545455,31.7973545454545,"5/17/2012","2DY12_7_1"
"1003",3910,"DY14-05",21,2,"2014-05-09 15:08","DY14-05 21 2 60BON 2",0,0,2014,5,56.942,-163.8288,129,114.44652,70,"DY14-05_56.942_-163.8288_2014-05-09 15:08_505",0,521,"5/9/2014",228355,"DY14-05_21_2",3.18691818181818,32.0510272727273,"5/9/2014","DY14-05_21_2"
"1004",3911,"2DY12",130,1,"2012-05-26 7:02","2DY12 130 1 60BON 1",111.82386,162.06356,2012,5,57.1055,-168.5805,146,166.6013,78,"2DY12_57.1055_-168.5805_2012-05-26 7:02_505",27,429,"5/26/2012",234044,"2DY12_130_1",0.0772727272727273,31.1912636363636,"5/26/2012","2DY12_130_1"
"1005",3912,"2DY12",132,1,"2012-05-26 11:19","2DY12 132 1 60BON 1",410.05117,683.41862,2012,5,57.54683,-169.0293,146,146.3232,71,"2DY12_57.54683_-169.0293_2012-05-26 11:19_505",100,429,"5/26/2012",234044,"2DY12_132_1",0.369609090909091,31.4586,"5/26/2012","2DY12_132_1"
"1006",3915,"2DY12",134,2,"2012-05-26 15:22","2DY12 134 2 60BON 1",344.60382,564.9243,2012,5,57.76467,-168.4758,146,134.5313,72,"2DY12_57.76467_-168.4758_2012-05-26 15:22_505",76,429,"5/26/2012",234044,"2DY12_134_2",-0.756636363636364,31.6479181818182,"5/26/2012","2DY12_134_2"
"1007",3919,"2DY10",13,2,"2010-05-07 15:11","2DY10 13 2 60BON 2",0,0,2010,5,55.12483,-166.65216,127,262.08612,144,"2DY10_55.12483_-166.65216_2010-05-07 15:11_500",0,370,"5/7/2010",227957,"2DY10_13_2",2.69561818181818,31.6777727272727,"5/7/2010","2DY10_13_2"
"1009",3925,"DY14-06",46,1,"2014-05-24 11:57","DY14-06 46 1 60BON 1",5.69287,6.61962,2014,5,55.7455,-163.7587,144,151.06613,95,"DY14-06_55.7455_-163.7587_2014-05-24 11:57_505",1,521,"5/24/2014",228355,"DY14-06_46_1",5.9207,31.3734,"5/24/2014","DY14-06_46_1"
"1010",3928,"DY14-06",28,1,"2014-05-23 6:01","DY14-06 28 1 60BON 1",0,0,2014,5,55.604,-165.1247,143,169.60948,108,"DY14-06_55.604_-165.1247_2014-05-23 6:01_505",0,521,"5/23/2014",228355,"DY14-06_28_1",6.09317272727273,31.6572818181818,"5/23/2014","DY14-06_28_1"
"1011",3929,"DY14-06",29,1,"2014-05-23 7:40","DY14-06 29 1 60BON 1",0,0,2014,5,55.3872,-164.92,143,183.55423,108,"DY14-06_55.3872_-164.92_2014-05-23 7:40_505",0,521,"5/23/2014",228355,"DY14-06_29_1",6.43346363636364,30.7129454545455,"5/23/2014","DY14-06_29_1"
"1012",3933,"3MF06",55,2,"2006-05-15 15:48","3MF06 55 2 60BON 1",0,0,2006,5,55.62366,-164.16684,135,134.78169,95,"3MF06_55.62366_-164.16684_2006-05-15 15:48_505",0,442,"5/15/2006",242629,"3MF06_55_2",3.35604545454545,31.9587272727273,"5/15/2006","3MF06_55_2"
"1013",3938,"2DY12",118,1,"2012-05-25 10:27","2DY12 118 1 60BON 1",548.63502,761.99309,2012,5,56.80667,-166.7952,145,153.5447,82,"2DY12_56.80667_-166.7952_2012-05-25 10:27_505",117,429,"5/25/2012",234044,"2DY12_118_1",0.983518181818182,31.3004636363636,"5/25/2012","2DY12_118_1"
"1014",3939,"DY14-06",54,1,"2014-05-25 1:33","DY14-06 54 1 60BON 1",0,0,2014,5,55.6473,-163.1593,145,94.98999,67,"DY14-06_55.6473_-163.1593_2014-05-25 1:33_505",0,521,"5/25/2014",228355,"DY14-06_54_1",6.56721818181818,31.3056,"5/25/2014","DY14-06_54_1"
"1015",3940,"DY14-06",224,1,"2014-06-06 11:48","DY14-06 224 1 60BON 2",23.31705,27.7584,2014,6,58.9495,-171.9345,157,144.10054,93,"DY14-06_58.9495_-171.9345_2014-06-06 11:48_505",4,521,"6/6/2014",228355,"DY14-06_224_1",3.66399090909091,31.5938909090909,"6/6/2014","DY14-06_224_1"
"1016",3941,"DY14-06",38,1,"2014-05-23 22:51","DY14-06 38 1 60BON 1",0,0,2014,5,56.2857,-164.7832,143,150.36039,90,"DY14-06_56.2857_-164.7832_2014-05-23 22:51_505",0,521,"5/23/2014",228355,"DY14-06_38_1",5.6183,31.6235909090909,"5/23/2014","DY14-06_38_1"
"1018",3955,"2DY12",91,1,"2012-05-23 9:30","2DY12 91 1 60BON 1",7639.0811,20102.84499,2012,5,56.2415,-161.1988,143,6.8647,48,"2DY12_56.2415_-161.1988_2012-05-23 9:30_505",138,429,"5/23/2012",234044,"2DY12_91_1",0.599427272727273,31.2287272727273,"5/23/2012","2DY12_91_1"
"1019",3956,"DY14-06",79,1,"2014-05-26 14:52","DY14-06 79 1 60BON 2",0,0,2014,5,56.9017,-161.8462,146,143.05577,71,"DY14-06_56.9017_-161.8462_2014-05-26 14:52_505",0,521,"5/26/2014",228355,"DY14-06_79_1",5.92888181818182,31.9551636363636,"5/26/2014","DY14-06_79_1"
"1020",3958,"1TT06",31,2,"2006-04-23 3:34","1TT06 31 2 60BON 1",51.5895,75.86692,2006,4,58.39417,-170.39467,113,118.62878,76,"1TT06_58.39417_-170.39467_2006-04-23 3:34_333",9,442,"4/23/2006",242629,"1TT06_31_2",-1.49887,31.82692,"4/23/2006","1TT06_31_2"
"1021",3966,"DY14-05",10,2,"2014-05-08 5:21","DY14-05 10 2 60BON 2",0,0,2014,5,54.7157,-164.7042,128,77.66784,47,"DY14-05_54.7157_-164.7042_2014-05-08 5:21_505",0,521,"5/8/2014",228355,"DY14-05_10_2",4.41455454545455,31.5083363636364,"5/8/2014","DY14-05_10_2"
"1022",3968,"DY13-05",43,2,"2013-05-08 3:53","DY13-05 43 2 60BON 1",142.60739,216.0718,2013,5,57.5008,-167.3443,128,148.09892,72,"DY13-05_57.5008_-167.3443_2013-05-08 3:53_500",32,63,"5/8/2013",234526,"DY13-05_43_2",-0.5431,31.3383,"5/8/2013","DY13-05_43_2"
"1023",3969,"DY13-05",28,2,"2013-05-05 8:18","DY13-05 28 2 60BON 1",25.56344,36.5192,2013,5,56.6637,-163.8688,125,136.91428,76,"DY13-05_56.6637_-163.8688_2013-05-05 8:18_500",5,63,"5/5/2013",234526,"DY13-05_28_2",-0.379227272727273,31.5356363636364,"5/5/2013","DY13-05_28_2"
"1024",3973,"3DY09",15,2,"2009-05-09 22:38","3DY09 15 2 60BON 1",0,0,2009,5,56.52833,-169.49867,129,119.80142,69,"3DY09_56.52833_-169.49867_2009-05-09 22:38_505",0,311,"5/9/2009",225280,"3DY09_15_2",1.0756,31.6573818181818,"5/9/2009","3DY09_15_2"
"1025",3977,"2DY12",100,1,"2012-05-23 23:31","2DY12 100 1 60BON 1",76.99805,148.07318,2012,5,56.817,-160.2212,143,114.8081,60,"2DY12_56.817_-160.2212_2012-05-23 23:31_505",17,429,"5/23/2012",234044,"2DY12_100_1",0.666872727272727,31.2410181818182,"5/23/2012","2DY12_100_1"
"1027",3984,"1TT06",68,5,"2006-04-30 19:15","1TT06 68 5 60BON 1",24.08652,21.69957,2006,4,58.45817,-173.60617,120,230.41934,122,"1TT06_58.45817_-173.60617_2006-04-30 19:15_333",5,442,"4/30/2006",242629,"1TT06_68_5",-0.0655909090909091,32.3678454545455,"4/30/2006","1TT06_68_5"
"1029",3987,"2DY12",75,1,"2012-05-22 8:33","2DY12 75 1 60BON 1",233.10827,423.83323,2012,5,55.886,-162.381,142,101.455,65,"2DY12_55.886_-162.381_2012-05-22 8:33_505",43,429,"5/22/2012",234044,"2DY12_75_1",2.6973,31.6043909090909,"5/22/2012","2DY12_75_1"
"1030",3988,"2DY12",77,1,"2012-05-22 11:36","2DY12 77 1 60BON 1",117.22017,167.45739,2012,5,56.32467,-162.8057,142,113.4617,80,"2DY12_56.32467_-162.8057_2012-05-22 11:36_505",19,429,"5/22/2012",234044,"2DY12_77_1",2.39849090909091,31.1037090909091,"5/22/2012","2DY12_77_1"
"1031",3990,"1TT06",92,2,"2006-05-08 1:17","1TT06 92 2 60BON 1",195.25282,305.08253,2006,5,57.9105,-168.88667,128,101.61185,73,"1TT06_57.9105_-168.88667_2006-05-08 1:17_333",31,442,"5/8/2006",242629,"1TT06_92_2",-1.08299090909091,31.6586727272727,"5/8/2006","1TT06_92_2"
"1032",3993,"3MF02",46,2,"2002-05-17 7:48","3MF02 46 2 60BON 1",0,0,2002,5,55.864,-163.36983,137,137.58682,95,"3MF02_55.864_-163.36983_2002-05-17 7:48_505",0,236,"5/17/2002",255755,"3MF02_46_2",4.87613636363636,31.9308272727273,"5/17/2002","3MF02_46_2"
"1033",3994,"3MF02",67,2,"2002-05-19 19:59","3MF02 67 2 60BON 1",0,0,2002,5,55.36817,-165.89284,139,146.33934,122,"3MF02_55.36817_-165.89284_2002-05-19 19:59_505",0,236,"5/19/2002",255755,"3MF02_67_2",4.73622727272727,32.1055818181818,"5/19/2002","3MF02_67_2"
"1034",3996,"2DY12",23,2,"2012-05-18 18:03","2DY12 23 2 60BON 1",0,0,2012,5,55.3885,-164.9222,138,201.9758,105,"2DY12_55.3885_-164.9222_2012-05-18 18:03_505",0,429,"5/18/2012",234044,"2DY12_23_2",2.09399090909091,31.8824909090909,"5/18/2012","2DY12_23_2"
"1035",3997,"2DY12",58,1,"2012-05-20 22:01","2DY12 58 1 60BON 1",180.99622,329.08404,2012,5,55.6455,-163.165,140,97.2396,67,"2DY12_55.6455_-163.165_2012-05-20 22:01_505",32,429,"5/20/2012",234044,"2DY12_58_1",2.15193636363636,31.4998727272727,"5/20/2012","2DY12_58_1"
"1036",3999,"2DY12",188,1,"2012-05-31 21:19","2DY12 188 1 60BON 1",91.60553,109.0542,2012,5,57.72766,-171.1722,151,192.5648,93,"2DY12_57.72766_-171.1722_2012-05-31 21:19_505",21,429,"5/31/2012",234044,"2DY12_188_1",0.911045454545454,31.6359181818182,"5/31/2012","2DY12_188_1"
"1037",4001,"1TT06",29,2,"2006-04-22 16:24","1TT06 29 2 60BON 1",56.47733,94.12888,2006,4,58.59333,-170.0195,112,116.86105,70,"1TT06_58.59333_-170.0195_2006-04-22 16:24_333",11,442,"4/22/2006",242629,"1TT06_29_2",-0.302036363636364,31.9853363636364,"4/22/2006","1TT06_29_2"
"1038",4005,"3MF06",46,2,"2006-05-14 20:35","3MF06 46 2 60BON 1",0,0,2006,5,55.602,-165.147,134,132.28703,108,"3MF06_55.602_-165.147_2006-05-14 20:35_505",0,442,"5/14/2006",242629,"3MF06_46_2",3.46814545454545,31.9732454545455,"5/14/2006","3MF06_46_2"
"1039",4013,"DY14-06",102,1,"2014-05-28 4:09","DY14-06 102 1 60BON 1",0,0,2014,5,56.725,-165.2115,148,133.87386,76,"DY14-06_56.725_-165.2115_2014-05-28 4:09_505",0,521,"5/28/2014",228355,"DY14-06_102_1",5.68149090909091,31.9398363636364,"5/28/2014","DY14-06_102_1"
"1040",4015,"3DY09",11,2,"2009-05-09 15:47","3DY09 11 2 60BON 1",0,0,2009,5,56.86983,-169.327,129,110.60411,79,"3DY09_56.86983_-169.327_2009-05-09 15:47_505",0,311,"5/9/2009",225280,"3DY09_11_2",1.0974,31.6106181818182,"5/9/2009","3DY09_11_2"
"1041",4016,"3DY09",12,2,"2009-05-09 17:29","3DY09 12 2 60BON 1",0,0,2009,5,56.74833,-169.69634,129,137.85187,78,"3DY09_56.74833_-169.69634_2009-05-09 17:29_505",0,311,"5/9/2009",225280,"3DY09_12_2",1.10156363636364,31.9630363636364,"5/9/2009","3DY09_12_2"
"1042",4018,"DY14-06",106,1,"2014-05-28 10:28","DY14-06 106 1 60BON 1",0,0,2014,5,56.4862,-165.987,148,150.8704,87,"DY14-06_56.4862_-165.987_2014-05-28 10:28_505",0,521,"5/28/2014",228355,"DY14-06_106_1",5.71534545454545,31.7356090909091,"5/28/2014","DY14-06_106_1"
"1043",4019,"DY14-06",113,1,"2014-05-28 21:30","DY14-06 113 1 60BON 1",0,0,2014,5,55.7893,-167.2842,148,204.99657,134,"DY14-06_55.7893_-167.2842_2014-05-28 21:30_505",0,521,"5/28/2014",228355,"DY14-06_113_1",6.2344,31.7305181818182,"5/28/2014","DY14-06_113_1"
"1044",4020,"4MF03",33,2,"2003-05-20 17:35","4MF03 33 2 60BON 1",22.79742,37.37282,2003,5,56.69883,-160.61867,140,160.5445,68,"4MF03_56.69883_-160.61867_2003-05-20 17:35_505",6,125,"5/20/2003",255366,"4MF03_33_2",4.08163,31.5297,"5/20/2003","4MF03_33_2"
"1045",4031,"DY14-05",49,2,"2014-05-11 9:29","DY14-05 49 2 60BON 1",87.37818,143.24291,2014,5,58.2835,-170.098,131,111.69837,72,"DY14-05_58.2835_-170.098_2014-05-11 9:29_505",16,521,"5/11/2014",228355,"DY14-05_49_2",2.20084545454545,32.2767363636364,"5/11/2014","DY14-05_49_2"
"1046",4033,"4MF03",58,2,"2003-05-24 2:50","4MF03 58 2 60BON 1",0,0,2003,5,55.0305,-166.06867,144,344.82446,137,"4MF03_55.0305_-166.06867_2003-05-24 2:50_505",0,125,"5/24/2003",255366,"4MF03_58_2",5.64736,31.96233,"5/24/2003","4MF03_58_2"
"1047",4048,"3DY09",50,2,"2009-05-14 8:45","3DY09 50 2 60BON 1",522.8976,1275.36001,2009,5,55.30817,-163.338,134,80.76151,50,"3DY09_55.30817_-163.338_2009-05-14 8:45_505",103,311,"5/14/2009",225280,"3DY09_50_2",3.7167,31.4066272727273,"5/14/2009","3DY09_50_2"
"1049",4070,"3DY09",28,2,"2009-05-12 7:54","3DY09 28 2 60BON 1",64.06197,118.63327,2009,5,57.00033,-162.4545,132,109.5814,63,"3DY09_57.00033_-162.4545_2009-05-12 7:54_505",13,311,"5/12/2009",225280,"3DY09_28_2",-0.3341,31.6917272727273,"5/12/2009","3DY09_28_2"
"1050",4073,"4MF06",2,1,"2006-05-22 6:19","4MF06 2 1 60BON 1",0,0,2006,5,54.3995,-165.11433,142,161.13434,143,"4MF06_54.3995_-165.11433_2006-05-22 6:19_505",0,442,"5/22/2006",242629,"4MF06_2_1",4.10994545454545,32.3484454545455,"5/22/2006","4MF06_2_1"
"1051",4076,"DY14-06",64,1,"2014-05-25 16:17","DY14-06 64 1 60BON 2",0,0,2014,5,56.3233,-162.8073,145,118.99639,79,"DY14-06_56.3233_-162.8073_2014-05-25 16:17_505",0,521,"5/25/2014",228355,"DY14-06_64_1",5.7437,31.6541090909091,"5/25/2014","DY14-06_64_1"
"1052",4078,"1DY11",31,3,"2011-05-23 10:44","1DY11 31 3 60BON 1",271.75856,418.09009,2011,5,57.77217,-168.6575,143,143.50974,73,"1DY11_57.77217_-168.6575_2011-05-23 10:44_333",60,208,"5/23/2011",232110,"1DY11_31_3",-0.228727272727273,31.3895636363636,"5/23/2011","1DY11_31_3"
"1053",4079,"1DY11",40,2,"2011-05-25 2:36","1DY11 40 2 60BON 1",344.11665,529.41023,2011,5,57.521,-167.0325,145,160.55602,71,"1DY11_57.521_-167.0325_2011-05-25 2:36_333",85,208,"5/25/2011",232110,"1DY11_40_2",-0.61078,31.19442,"5/24/2011","1DY11_40_2"
"1054",4080,"1DY11",44,2,"2011-05-25 11:00","1DY11 44 2 60BON 1",41.20801,64.38751,2011,5,57.32667,-165.99333,145,139.77866,70,"1DY11_57.32667_-165.99333_2011-05-25 11:00_333",9,208,"5/25/2011",232110,"1DY11_44_2",-1.40263636363636,31.0569454545455,"5/25/2011","1DY11_44_2"
"1055",4081,"1DY11",50,2,"2011-05-26 2:18","1DY11 50 2 60BON 1",38.26563,56.27299,2011,5,56.81017,-164.571,146,177.70515,75,"1DY11_56.81017_-164.571_2011-05-26 2:18_333",10,208,"5/26/2011",232110,"1DY11_50_2",4.53751818181818,31.2844454545455,"5/25/2011","1DY11_50_2"
"1058",4088,"2DY10",24,3,"2010-05-08 17:57","2DY10 24 3 60BON 2",0,0,2010,5,55.14183,-165.679,128,207.77612,122,"2DY10_55.14183_-165.679_2010-05-08 17:57_500",0,370,"5/8/2010",227957,"2DY10_24_3",3.26359090909091,31.7796272727273,"5/8/2010","2DY10_24_3"
"1060",4091,"4MF06",3,1,"2006-05-22 8:52","4MF06 3 1 60BON 1",0,0,2006,5,54.27983,-164.71834,142,210.37213,100,"4MF06_54.27983_-164.71834_2006-05-22 8:52_505",0,442,"5/22/2006",242629,"4MF06_3_1",4.11051818181818,31.7092272727273,"5/22/2006","4MF06_3_1"
"1062",4093,"4MF07",61,2,"2007-05-14 12:42","4MF07 61 2 60BON 1",0,0,2007,5,56.59,-171.96567,134,180.17938,138,"4MF07_56.59_-171.96567_2007-05-14 12:42_505",0,446,"5/14/2007",234261,"4MF07_61_2",2.78729090909091,32.2835181818182,"5/14/2007","4MF07_61_2"
"1063",4094,"4MF07",35,2,"2007-05-11 22:24","4MF07 35 2 60BON 1",0,0,2007,5,56.52767,-169.48351,131,112.76983,75,"4MF07_56.52767_-169.48351_2007-05-11 22:24_505",0,446,"5/11/2007",234261,"4MF07_35_2",1.8573625,32.0938,"5/11/2007","4MF07_35_2"
"1064",4096,"2DY10",36,2,"2010-05-09 18:42","2DY10 36 2 60BON 2",1483.65356,3904.35148,2010,5,55.1855,-163.73216,129,91.43644,45,"2DY10_55.1855_-163.73216_2010-05-09 18:42_500",357,370,"5/9/2010",227957,"2DY10_36_2",2.55760909090909,31.3980818181818,"5/9/2010","2DY10_36_2"
